codmun6;estabelecimentomunicipio-jul2018;total-estab-2018;atencao-primaria;atencao-secundaria;atencao-terciaria;POSTO DE SAUDE;CENTRO DE SAUDE/UNIDADE BASICA;CONSULTORIO ISOLADO;UNIDADE MOVEL FLUVIAL;UNIDADE MOVEL TERRESTRE;FARMACIA;UNIDADE DE VIGILANCIA EM SAUDE;CENTRO DE APOIO A SAUDE DA FAMILIA;UNIDADE DE ATENCAO A SAUDE INDIGENA;POLO ACADEMIA DA SAUDE;TELESSAUDE;POLO DE PREVENCAO DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE;POLICLINICA;UNIDADE MISTA;PRONTO SOCORRO GERAL;PRONTO SOCORRO ESPECIALIZADO;CLINICA/CENTRO DE ESPECIALIDADE;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);COOPERATIVA OU EMPRESA DE CESSAO DE TRABALHADORES NA SAUDE;CENTRO DE PARTO NORMAL - ISOLADO;HOSPITAL/DIA - ISOLADO;CENTRO DE ATENCAO PSICOSSOCIAL;PRONTO ATENDIMENTO;SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE);UNIDADE DE ATENCAO EM REGIME RESIDENCIAL;OFICINA ORTOPEDICA;LABORATORIO DE SAUDE PUBLICA;HOSPITAL GERAL;HOSPITAL ESPECIALIZADO;UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA;LABORATORIO CENTRAL DE SAUDE PUBLICA LACEN;CENTRAL DE GESTAO EM SAUDE;CENTRO DE ATENCAO HEMOTERAPIA E OU HEMATOLOGICA;CENTRAL DE REGULACAO MEDICA DAS URGENCIAS;CENTRAL DE REGULACAO DO ACESSO;CENTRAL DE NOTIFICACAO,CAPTACAO E DISTRIB DE ORGAOS ESTADUAL
421670;421670 SAO JOSE DO CEDRO;29;19;7;3;-;4;14;-;1;-;-;-;-;-;-;-;-;-;-;-;5;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-
421680;421680 SAO JOSE DO CERRITO;5;2;1;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
421690;421690 SAO LOURENCO DO OESTE;97;76;16;5;-;6;53;-;1;14;-;-;-;1;-;1;-;-;-;-;9;5;-;-;-;1;1;-;-;-;-;1;-;1;-;2;-;-;1;-
421700;421700 SAO LUDGERO;16;6;8;2;-;4;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;7;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421710;421710 SAO MARTINHO;8;6;0;2;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
421715;421715 SAO MIGUEL DA BOA VISTA;3;1;0;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421720;421720 SAO MIGUEL DO OESTE;198;127;63;8;1;14;110;-;-;2;-;-;-;-;-;-;-;-;-;-;41;19;-;-;-;1;1;1;-;-;-;3;-;2;-;2;-;-;1;-
421725;421725 SAO PEDRO DE ALCANTARA;8;3;2;3;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
421730;421730 SAUDADES;19;14;3;2;-;4;9;-;1;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
421740;421740 SCHROEDER;20;13;4;3;-;7;5;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-
421750;421750 SEARA;42;31;7;4;5;7;18;-;-;-;1;-;-;-;-;-;-;-;-;-;1;5;-;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;1;-
421755;421755 SERRA ALTA;11;8;1;2;-;1;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421760;421760 SIDEROPOLIS;18;8;7;3;-;5;2;-;-;-;-;-;-;-;-;1;1;-;-;-;1;3;-;-;-;1;1;-;-;-;-;-;-;1;-;1;-;-;1;-
421770;421770 SOMBRIO;56;37;15;4;3;5;18;-;-;10;-;-;-;-;-;1;-;-;-;-;13;1;-;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;1;-
421775;421775 SUL BRASIL;3;2;0;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
421780;421780 TAIO;39;25;9;5;-;9;15;-;-;-;-;1;-;-;-;-;-;-;-;-;6;3;-;-;-;-;-;-;-;-;-;1;-;1;-;2;-;-;1;-
421790;421790 TANGARA;15;7;3;5;1;1;5;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;1;-;2;-;1;-;-;1;-
421795;421795 TIGRINHOS;4;2;0;2;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421800;421800 TIJUCAS;55;35;16;4;-;12;18;-;1;3;-;-;-;1;-;-;3;-;-;-;8;4;-;-;-;-;1;-;-;-;-;1;-;1;-;1;-;-;1;-
421810;421810 TIMBE DO SUL;10;4;3;3;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-
421820;421820 TIMBO;125;83;37;5;-;10;71;-;1;1;-;-;-;-;-;-;2;-;-;-;25;9;-;-;-;1;-;-;-;-;-;1;-;1;-;2;-;-;1;-
421825;421825 TIMBO GRANDE;6;2;2;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-
421830;421830 TRES BARRAS;24;14;6;4;6;3;3;-;-;-;1;-;-;1;-;-;-;-;1;-;-;4;-;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;1;-
421835;421835 TREVISO;7;5;0;2;-;1;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421840;421840 TREZE DE MAIO;12;5;4;3;1;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-
421850;421850 TREZE TILIAS;17;12;3;2;-;1;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421860;421860 TROMBUDO CENTRAL;17;10;4;3;-;2;7;-;-;-;-;1;-;-;-;-;-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-
421870;421870 TUBARAO;338;251;80;7;-;34;214;-;-;1;-;-;-;-;-;2;2;-;-;-;63;10;-;-;1;2;-;1;-;1;-;2;-;2;-;2;-;-;1;-
421875;421875 TUNAPOLIS;14;8;3;3;-;2;6;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-
421880;421880 TURVO;33;21;8;4;2;4;14;-;-;-;-;-;-;1;-;-;-;-;-;-;6;2;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-
421885;421885 UNIAO DO OESTE;3;1;0;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421890;421890 URUBICI;20;12;5;3;-;4;7;-;-;-;-;-;-;1;-;-;-;-;-;-;1;4;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-
421895;421895 URUPEMA;3;2;0;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
421900;421900 URUSSANGA;46;26;17;3;1;9;15;-;1;-;-;-;-;-;-;-;2;-;-;-;11;3;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;1;-
421910;421910 VARGEAO;9;6;0;3;1;1;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-
421915;421915 VARGEM;5;2;1;2;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421917;421917 VARGEM BONITA;8;4;1;3;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1
421920;421920 VIDAL RAMOS;11;5;3;3;-;1;3;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-
421930;421930 VIDEIRA;199;160;34;5;-;12;142;-;2;1;1;1;-;-;-;1;12;-;-;-;10;9;-;-;-;1;1;-;-;-;1;2;-;1;-;2;-;-;-;-
421935;421935 VITOR MEIRELES;9;6;0;3;-;2;2;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-
421940;421940 WITMARSUM;9;4;1;4;-;2;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-
421950;421950 XANXERE;206;144;56;6;1;11;128;-;2;1;1;-;-;-;-;-;4;-;1;-;42;8;-;-;-;1;-;-;-;-;-;1;-;2;-;2;-;-;1;-
421960;421960 XAVANTINA;7;2;2;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-
421970;421970 XAXIM;75;57;15;3;-;11;43;-;1;2;-;-;-;-;-;-;2;-;-;-;4;8;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;1;-
421985;421985 ZORTEA;6;3;1;2;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
422000;422000 BALNEARIO RINCAO;15;11;3;1;-;6;-;-;-;1;-;-;-;1;-;3;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
430003;430003 ACEGUA;6;2;1;3;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
430005;430005 AGUA SANTA;6;3;2;1;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
430010;430010 AGUDO;20;9;8;3;3;2;4;-;-;-;-;-;-;-;-;-;2;-;-;-;2;3;-;-;-;-;-;1;-;-;-;1;-;1;-;1;-;-;-;-
430020;430020 AJURICABA;17;5;10;2;-;3;-;-;-;-;1;-;-;1;-;-;4;-;-;-;4;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
430030;430030 ALECRIM;12;5;5;2;1;3;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;4;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
430040;430040 ALEGRETE;163;127;32;4;2;22;99;-;-;-;1;-;-;3;-;-;-;-;-;-;15;11;-;-;-;3;1;-;-;2;-;1;-;1;-;2;-;-;-;-
430045;430045 ALEGRIA;9;3;5;1;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;3;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-
430047;430047 ALMIRANTE TAMANDARE DO SUL;6;3;2;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
430050;430050 ALPESTRE;11;5;4;2;-;4;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;3;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
430055;430055 ALTO ALEGRE;5;2;2;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
430057;430057 ALTO FELIZ;4;1;2;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
430060;430060 ALVORADA;92;51;37;4;1;16;32;-;1;-;1;-;-;-;-;-;4;1;-;-;16;11;-;-;-;4;-;-;-;-;1;1;-;2;-;1;-;-;-;-
430063;430063 AMARAL FERRADOR;4;2;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-
430064;430064 AMETISTA DO SUL;10;5;3;2;-;2;1;-;-;-;1;-;-;1;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
430066;430066 ANDRE DA ROCHA;4;2;1;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
430070;430070 ANTA GORDA;17;11;4;2;-;1;9;-;-;-;-;-;-;1;-;-;-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
430080;430080 ANTONIO PRADO;53;37;13;3;2;3;31;-;-;-;-;-;-;-;-;1;-;-;-;-;7;6;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
430085;430085 ARAMBARE;7;3;3;1;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
430087;430087 ARARICA;5;2;2;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
430090;430090 ARATIBA;8;4;2;2;-;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
430100;430100 ARROIO DO MEIO;49;38;9;2;5;1;31;-;1;-;-;-;-;-;-;-;-;-;-;-;6;2;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-
430105;430105 ARROIO DO SAL;12;6;4;2;2;3;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
430107;430107 ARROIO DO PADRE;4;1;2;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
430110;430110 ARROIO DOS RATOS;22;10;10;2;-;4;6;-;-;-;-;-;-;-;-;-;1;-;-;-;4;3;-;-;-;-;-;-;-;-;2;1;-;-;-;1;-;-;-;-
430120;430120 ARROIO DO TIGRE;25;18;4;3;-;4;13;-;-;-;-;-;-;1;-;-;1;-;-;-;1;2;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
430130;430130 ARROIO GRANDE;29;19;7;3;4;3;11;-;1;-;-;-;-;-;-;-;2;-;-;-;1;3;-;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;-;-
430140;430140 ARVOREZINHA;11;4;4;3;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
430150;430150 AUGUSTO PESTANA;14;6;6;2;-;1;5;-;-;-;-;-;-;-;-;-;1;-;-;-;-;4;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-
430155;430155 AUREA;4;1;2;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-
430160;430160 BAGE;212;152;49;11;7;16;127;-;2;-;-;-;-;-;-;-;-;-;-;-;21;24;-;-;-;3;1;-;-;-;-;3;-;4;-;2;1;1;-;-
430163;430163 BALNEARIO PINHAL;11;6;3;2;3;-;-;-;-;2;-;-;-;1;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
430165;430165 BARAO;10;4;3;3;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-
430170;430170 BARAO DE COTEGIPE;12;8;3;1;-;1;7;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
430175;430175 BARAO DO TRIUNFO;5;3;1;1;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
430180;430180 BARRACAO;10;7;2;1;2;1;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-
430185;430185 BARRA DO GUARITA;3;3;0;0;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430187;430187 BARRA DO QUARAI;6;4;1;1;-;3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
430190;430190 BARRA DO RIBEIRO;14;7;6;1;-;3;3;-;-;-;-;-;1;-;-;-;-;-;-;-;3;-;-;-;-;2;1;-;-;-;-;-;-;-;-;1;-;-;-;-
430192;430192 BARRA DO RIO AZUL;3;1;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
430195;430195 BARRA FUNDA;4;1;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
430200;430200 BARROS CASSAL;18;7;9;2;2;2;3;-;-;-;-;-;-;-;-;-;-;-;-;-;7;2;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
430205;430205 BENJAMIN CONSTANT DO SUL;6;4;1;1;-;1;-;-;-;-;-;-;2;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
430210;430210 BENTO GONCALVES;337;249;84;4;4;18;224;-;2;-;1;-;-;-;-;-;7;-;1;-;56;15;-;-;-;3;1;-;-;-;1;1;-;2;-;1;-;-;-;-
430215;430215 BOA VISTA DAS MISSOES;5;2;2;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
430220;430220 BOA VISTA DO BURICA;24;12;9;3;-;3;8;-;-;-;-;1;-;-;-;-;-;-;-;-;8;1;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
430222;430222 BOA VISTA DO CADEADO;4;1;2;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-
430223;430223 BOA VISTA DO INCRA;2;1;0;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
430225;430225 BOA VISTA DO SUL;5;3;1;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
430230;430230 BOM JESUS;27;19;5;3;-;4;15;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
430235;430235 BOM PRINCIPIO;27;20;4;3;-;4;15;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3;-;-;-;-;1;-;-;-;-;1;-;1;-;1;-;-;-;-
430237;430237 BOM PROGRESSO;2;1;0;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
430240;430240 BOM RETIRO DO SUL;21;15;4;2;1;2;11;-;-;-;-;-;-;1;-;-;-;-;-;-;2;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
430245;430245 BOQUEIRAO DO LEAO;14;7;5;2;-;1;6;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
430250;430250 BOSSOROCA;17;13;3;1;4;3;4;-;-;-;-;1;-;1;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-
430258;430258 BOZANO;4;1;2;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
430260;430260 BRAGA;8;5;1;2;1;1;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
430265;430265 BROCHIER;12;8;2;2;2;1;5;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
430270;430270 BUTIA;35;25;8;2;-;6;18;-;-;-;1;-;-;-;-;-;-;-;-;-;7;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-
430280;430280 CACAPAVA DO SUL;31;14;14;3;4;7;3;-;-;-;-;-;-;-;-;-;1;-;-;-;5;7;-;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;-;-
430290;430290 CACEQUI;26;17;7;2;1;5;8;-;1;-;-;-;-;2;-;-;3;-;-;-;2;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
430300;430300 CACHOEIRA DO SUL;180;143;32;5;1;21;120;-;1;-;-;-;-;-;-;-;5;-;-;-;5;18;-;-;1;2;1;-;-;-;-;1;-;2;-;2;-;-;-;-
430310;430310 CACHOEIRINHA;153;79;71;3;6;9;61;-;-;1;1;-;-;1;-;-;11;-;-;-;29;26;-;-;-;3;1;1;-;-;-;1;-;1;-;1;-;-;-;-
430320;430320 CACIQUE DOBLE;10;6;3;1;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-
430330;430330 CAIBATE;12;4;5;3;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
430340;430340 CAICARA;13;8;3;2;2;2;3;-;-;-;-;-;-;1;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
430350;430350 CAMAQUA;205;159;43;3;5;1;150;-;-;1;1;-;-;-;-;1;4;-;-;-;16;21;-;-;-;1;1;-;-;-;-;1;-;1;-;1;-;-;-;-
430355;430355 CAMARGO;7;3;3;1;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
430360;430360 CAMBARA DO SUL;12;5;4;3;2;1;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;3;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
430367;430367 CAMPESTRE DA SERRA;4;3;0;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
430370;430370 CAMPINA DAS MISSOES;7;2;3;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
430380;430380 CAMPINAS DO SUL;10;4;3;3;-;1;2;-;-;-;-;-;-;1;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
430390;430390 CAMPO BOM;96;70;23;3;1;12;53;-;2;1;-;-;-;1;-;-;5;-;1;-;2;14;-;-;-;1;-;-;-;-;-;-;1;1;-;1;-;-;-;-
430400;430400 CAMPO NOVO;6;1;3;2;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
430410;430410 CAMPOS BORGES;11;7;3;1;2;-;4;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-
430420;430420 CANDELARIA;45;29;13;3;1;6;19;-;1;2;-;-;-;-;-;-;1;-;-;-;7;4;-;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;-;-
430430;430430 CANDIDO GODOI;15;3;9;3;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;6;3;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
430435;430435 CANDIOTA;17;8;7;2;3;2;2;-;-;-;-;1;-;-;-;-;-;-;-;-;3;3;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-
430440;430440 CANELA;76;55;18;3;1;5;46;-;1;1;-;-;-;1;-;-;1;-;-;-;4;12;-;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;-;-
430450;430450 CANGUCU;62;43;16;3;19;5;19;-;-;-;-;-;-;-;-;-;3;-;-;-;4;7;-;-;-;2;-;-;-;-;-;1;-;1;-;1;-;-;-;-
430460;430460 CANOAS;552;342;195;15;-;35;298;-;1;7;1;-;-;-;-;-;2;-;1;-;150;27;-;-;1;5;4;3;-;1;1;2;-;8;-;3;-;-;2;-
430461;430461 CANUDOS DO VALE;5;4;0;1;1;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
430462;430462 CAPAO BONITO DO SUL;5;3;1;1;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
430463;430463 CAPAO DA CANOA;84;58;22;4;9;2;46;-;-;-;-;-;-;1;-;-;3;-;-;-;12;5;-;-;-;1;1;-;-;-;-;1;-;2;-;1;-;-;-;-
430465;430465 CAPAO DO CIPO;4;2;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
430466;430466 CAPAO DO LEAO;13;6;5;2;-;5;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;1;1;-;-;-;-;-;-;1;-;1;-;-;-;-
430467;430467 CAPIVARI DO SUL;5;2;2;1;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
430468;430468 CAPELA DE SANTANA;7;5;1;1;3;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
430469;430469 CAPITAO;4;3;0;1;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
430470;430470 CARAZINHO;211;161;44;6;12;2;143;-;1;1;1;-;-;-;-;1;17;-;-;-;11;13;-;-;-;1;2;-;-;-;-;1;-;4;-;1;-;-;-;-
430471;430471 CARAA;6;3;2;1;-;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
