codmun6;estabelecimentomunicipio-jul2018;total-estab-2018;atencao-primaria;atencao-secundaria;atencao-terciaria;POSTO DE SAUDE;CENTRO DE SAUDE/UNIDADE BASICA;CONSULTORIO ISOLADO;UNIDADE MOVEL FLUVIAL;UNIDADE MOVEL TERRESTRE;FARMACIA;UNIDADE DE VIGILANCIA EM SAUDE;CENTRO DE APOIO A SAUDE DA FAMILIA;UNIDADE DE ATENCAO A SAUDE INDIGENA;POLO ACADEMIA DA SAUDE;TELESSAUDE;POLO DE PREVENCAO DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE;POLICLINICA;UNIDADE MISTA;PRONTO SOCORRO GERAL;PRONTO SOCORRO ESPECIALIZADO;CLINICA/CENTRO DE ESPECIALIDADE;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);COOPERATIVA OU EMPRESA DE CESSAO DE TRABALHADORES NA SAUDE;CENTRO DE PARTO NORMAL - ISOLADO;HOSPITAL/DIA - ISOLADO;CENTRO DE ATENCAO PSICOSSOCIAL;PRONTO ATENDIMENTO;SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE);UNIDADE DE ATENCAO EM REGIME RESIDENCIAL;OFICINA ORTOPEDICA;LABORATORIO DE SAUDE PUBLICA;HOSPITAL GERAL;HOSPITAL ESPECIALIZADO;UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA;LABORATORIO CENTRAL DE SAUDE PUBLICA LACEN;CENTRAL DE GESTAO EM SAUDE;CENTRO DE ATENCAO HEMOTERAPIA E OU HEMATOLOGICA;CENTRAL DE REGULACAO MEDICA DAS URGENCIAS;CENTRAL DE REGULACAO DO ACESSO;CENTRAL DE NOTIFICACAO,CAPTACAO E DISTRIB DE ORGAOS ESTADUAL
420750;420750 INDAIAL;104;74;25;5;-;16;55;-;-;2;-;1;-;-;-;-;2;-;-;-;16;6;-;-;-;1;-;-;-;-;-;1;-;2;-;1;-;-;1;-
420757;420757 IOMERE;6;4;0;2;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
420760;420760 IPIRA;14;6;5;3;1;2;2;-;-;-;-;-;-;1;-;-;-;-;-;-;2;2;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;1;-
420765;420765 IPORA DO OESTE;26;19;4;3;-;2;14;-;1;-;-;-;-;1;-;1;1;-;-;-;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-
420768;420768 IPUACU;9;5;1;3;2;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-
420770;420770 IPUMIRIM;14;7;4;3;1;2;4;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;1;-
420775;420775 IRACEMINHA;9;5;2;2;1;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
420780;420780 IRANI;20;9;8;3;-;4;5;-;-;-;-;-;-;-;-;-;2;-;-;-;1;4;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;1;-
420785;420785 IRATI;4;2;0;2;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
420790;420790 IRINEOPOLIS;15;6;5;4;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-
420800;420800 ITA;28;19;6;3;2;2;14;-;-;-;1;-;-;-;-;-;-;-;-;-;4;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-
420810;420810 ITAIOPOLIS;32;16;12;4;-;8;7;-;-;-;-;-;-;1;-;-;-;-;-;-;5;6;-;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;1;-
420820;420820 ITAJAI;787;565;214;8;-;33;516;-;-;10;-;-;-;1;-;5;4;-;-;-;156;47;-;-;-;3;2;2;-;-;-;1;1;2;-;2;-;-;2;-
420830;420830 ITAPEMA;175;135;36;4;-;12;117;-;-;1;-;1;-;3;-;1;1;-;-;-;22;12;-;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;1;-
420840;420840 ITAPIRANGA;34;18;11;5;2;5;10;-;-;-;-;1;-;-;-;-;-;-;-;-;3;8;-;-;-;-;-;-;-;-;-;1;-;1;-;2;-;-;1;-
420845;420845 ITAPOA;25;16;6;3;-;6;9;-;-;-;-;1;-;-;-;-;-;1;-;-;2;3;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-
420850;420850 ITUPORANGA;58;35;17;6;-;9;23;-;-;2;-;-;-;-;-;1;1;-;-;-;11;5;-;-;-;-;-;-;-;-;-;1;-;2;-;2;-;-;1;-
420860;420860 JABORA;11;6;2;3;1;2;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-
420870;420870 JACINTO MACHADO;23;15;5;3;3;3;8;-;-;-;-;-;-;1;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-
420880;420880 JAGUARUNA;41;31;7;3;3;8;11;-;-;9;-;-;-;-;-;-;-;-;-;-;4;3;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-
420890;420890 JARAGUA DO SUL;569;476;86;7;-;33;434;-;2;2;1;-;-;2;-;2;6;-;-;-;63;13;-;-;-;3;1;-;-;-;-;2;-;2;-;2;-;-;1;-
420895;420895 JARDINOPOLIS;6;3;1;2;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
420900;420900 JOACABA;293;246;36;11;3;9;232;-;-;1;1;-;-;-;-;-;-;-;-;-;22;12;-;-;-;1;-;-;-;-;1;2;-;3;-;2;-;1;2;1
420910;420910 JOINVILLE;1373;963;391;19;-;62;883;-;4;3;1;-;-;-;-;10;8;-;-;-;192;174;1;-;7;4;3;2;-;-;-;6;1;7;-;2;-;1;2;-
420915;420915 JOSE BOITEUX;7;3;2;2;-;1;-;-;-;-;-;1;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
420917;420917 JUPIA;4;2;0;2;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
420920;420920 LACERDOPOLIS;5;2;1;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
420930;420930 LAGES;626;486;129;11;-;31;449;-;2;1;1;-;-;2;-;-;3;2;-;-;72;47;-;-;1;3;1;-;-;-;-;2;1;3;-;2;-;1;2;-
420940;420940 LAGUNA;81;51;25;5;-;13;31;-;-;2;2;1;-;-;-;2;3;-;-;-;13;8;-;-;-;1;-;-;-;-;-;1;-;1;-;2;-;-;1;-
420945;420945 LAJEADO GRANDE;4;2;0;2;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
420950;420950 LAURENTINO;9;6;1;2;-;2;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
420960;420960 LAURO MULLER;29;16;9;4;-;6;9;-;-;1;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;1;-
420970;420970 LEBON REGIS;11;5;3;3;2;1;2;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-
420980;420980 LEOBERTO LEAL;4;3;0;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
420985;420985 LINDOIA DO SUL;6;3;0;3;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-
420990;420990 LONTRAS;9;4;2;3;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-
421000;421000 LUIZ ALVES;30;22;4;4;2;3;13;-;-;1;1;1;-;1;-;-;1;-;-;-;1;2;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-
421003;421003 LUZERNA;8;4;1;3;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-
421005;421005 MACIEIRA;5;3;0;2;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421010;421010 MAFRA;135;91;38;6;11;5;71;-;2;-;-;-;-;1;-;1;4;-;-;-;25;6;-;-;1;1;1;-;-;-;-;1;1;1;-;2;-;-;1;-
421020;421020 MAJOR GERCINO;10;8;1;1;6;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
421030;421030 MAJOR VIEIRA;6;2;2;2;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-
421040;421040 MARACAJA;11;5;4;2;2;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421050;421050 MARAVILHA;87;57;25;5;-;8;48;-;1;-;-;-;-;-;-;-;-;-;-;-;10;14;-;-;-;1;-;-;-;-;-;1;-;1;-;2;-;-;1;-
421055;421055 MAREMA;3;1;0;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421060;421060 MASSARANDUBA;38;30;5;3;-;6;19;-;1;4;-;-;-;-;-;-;1;-;-;-;2;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-
421070;421070 MATOS COSTA;8;5;1;2;1;1;-;-;2;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
421080;421080 MELEIRO;16;8;4;4;2;1;4;-;-;-;-;-;-;-;-;1;-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-
421085;421085 MIRIM DOCE;5;3;0;2;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421090;421090 MODELO;9;4;2;3;-;1;2;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-
421100;421100 MONDAI;25;12;10;3;-;4;8;-;-;-;-;-;-;-;-;-;-;-;-;-;6;3;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;1;-
421105;421105 MONTE CARLO;18;12;4;2;-;4;5;-;1;1;-;-;-;1;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421110;421110 MONTE CASTELO;15;8;5;2;1;5;2;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-
421120;421120 MORRO DA FUMACA;22;11;7;4;-;7;4;-;-;-;-;-;-;-;-;-;-;-;-;-;4;2;-;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;1;-
421125;421125 MORRO GRANDE;5;2;1;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421130;421130 NAVEGANTES;98;69;24;5;6;13;50;-;-;-;-;-;-;-;-;-;-;-;-;-;11;11;-;-;-;1;-;1;-;-;-;1;-;2;-;1;-;-;1;-
421140;421140 NOVA ERECHIM;14;9;2;3;-;1;7;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-
421145;421145 NOVA ITABERABA;8;6;0;2;-;1;4;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421150;421150 NOVA TRENTO;22;12;7;3;1;5;4;-;-;-;-;1;-;-;-;1;-;-;-;-;2;5;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
421160;421160 NOVA VENEZA;33;23;7;3;6;5;10;-;-;-;-;1;-;-;-;1;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-
421165;421165 NOVO HORIZONTE;3;1;0;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421170;421170 ORLEANS;54;32;18;4;-;10;20;-;1;-;1;-;-;-;-;-;2;-;-;-;5;10;-;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;1;-
421175;421175 OTACILIO COSTA;26;16;6;4;1;6;9;-;-;-;-;-;-;-;-;-;-;-;-;-;4;2;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-
421180;421180 OURO;12;8;2;2;2;1;4;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421185;421185 OURO VERDE;4;1;1;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421187;421187 PAIAL;4;1;1;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421189;421189 PAINEL;3;1;1;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
421190;421190 PALHOCA;136;80;49;7;-;21;52;-;1;3;-;-;-;-;-;3;4;-;-;-;29;10;-;-;-;3;2;-;-;-;1;2;-;4;-;1;-;-;-;-
421200;421200 PALMA SOLA;14;8;3;3;-;2;4;-;1;-;-;-;-;1;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-
421205;421205 PALMEIRA;4;3;0;1;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
421210;421210 PALMITOS;38;22;12;4;3;3;15;-;-;-;1;-;-;-;-;-;-;-;-;-;7;4;-;-;-;1;-;-;-;-;-;1;-;-;-;2;-;-;1;-
421220;421220 PAPANDUVA;27;20;4;3;6;1;12;-;1;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;1;-
421223;421223 PARAISO;7;5;0;2;1;1;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421225;421225 PASSO DE TORRES;8;4;2;2;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421227;421227 PASSOS MAIA;11;7;2;2;4;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421230;421230 PAULO LOPES;6;3;2;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
421240;421240 PEDRAS GRANDES;10;8;0;2;6;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421250;421250 PENHA;36;25;7;4;1;9;13;-;-;-;-;1;-;1;-;-;1;-;-;-;1;4;-;-;-;-;1;-;-;-;-;-;2;-;-;1;-;-;1;-
421260;421260 PERITIBA;5;1;1;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;1;-
421265;421265 PESCARIA BRAVA;11;8;1;2;-;5;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421270;421270 PETROLANDIA;8;5;0;3;-;1;2;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-
421280;421280 BALNEARIO PICARRAS;42;35;5;2;1;6;24;-;-;-;-;-;-;2;-;2;-;-;-;-;2;1;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;1;-
421290;421290 PINHALZINHO;95;81;12;2;-;5;74;-;1;-;-;1;-;-;-;-;-;-;-;-;7;5;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
421300;421300 PINHEIRO PRETO;5;2;1;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421310;421310 PIRATUBA;10;5;3;2;1;1;2;-;-;-;1;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421315;421315 PLANALTO ALEGRE;10;8;0;2;-;1;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421320;421320 POMERODE;81;66;12;3;-;8;58;-;-;-;-;-;-;-;-;-;2;-;-;-;7;2;-;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;-;-
421330;421330 PONTE ALTA;8;5;1;2;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
421335;421335 PONTE ALTA DO NORTE;6;4;1;1;-;2;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
421340;421340 PONTE SERRADA;25;12;9;4;3;2;6;-;1;-;-;-;-;-;-;-;-;-;-;-;7;2;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-
421350;421350 PORTO BELO;31;16;13;2;1;7;6;-;-;1;-;1;-;-;-;-;1;-;-;-;8;2;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;1;-
421360;421360 PORTO UNIAO;127;80;43;4;6;9;65;-;-;-;-;-;-;-;-;-;1;-;-;-;34;6;-;-;-;1;1;-;-;-;-;1;-;1;-;1;-;-;1;-
421370;421370 POUSO REDONDO;27;15;9;3;-;6;8;-;-;-;-;1;-;-;-;-;-;-;-;-;2;5;-;-;-;1;1;-;-;-;-;1;-;-;-;1;-;-;1;-
421380;421380 PRAIA GRANDE;14;9;3;2;1;2;3;-;1;-;-;-;-;1;-;1;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
421390;421390 PRESIDENTE CASTELLO BRANCO;5;3;0;2;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421400;421400 PRESIDENTE GETULIO;27;21;3;3;2;5;12;-;-;-;-;1;-;-;-;1;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-
421410;421410 PRESIDENTE NEREU;3;2;0;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
421415;421415 PRINCESA;5;2;1;2;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421420;421420 QUILOMBO;30;13;12;5;2;2;8;-;-;-;-;-;-;1;-;-;1;-;-;-;4;6;-;-;-;1;-;-;-;-;-;1;-;1;-;2;-;-;1;-
421430;421430 RANCHO QUEIMADO;5;2;1;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
421440;421440 RIO DAS ANTAS;10;6;1;3;-;2;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-
421450;421450 RIO DO CAMPO;13;10;0;3;2;2;4;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-
421460;421460 RIO DO OESTE;13;6;5;2;-;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421470;421470 RIO DOS CEDROS;21;13;5;3;4;1;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-
421480;421480 RIO DO SUL;313;208;98;7;-;23;181;-;3;-;-;-;-;1;-;-;2;-;-;-;77;17;-;-;-;1;1;-;-;-;-;2;-;2;-;2;-;-;1;-
421490;421490 RIO FORTUNA;7;1;4;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-
421500;421500 RIO NEGRINHO;74;56;14;4;5;7;42;-;1;-;-;-;-;-;-;1;-;-;-;-;-;13;-;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;1;-
421505;421505 RIO RUFINO;4;3;0;1;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
421507;421507 RIQUEZA;9;4;3;2;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421510;421510 RODEIO;27;16;9;2;1;4;7;-;-;1;-;1;-;-;-;2;1;-;-;-;3;5;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421520;421520 ROMELANDIA;12;7;3;2;-;1;5;-;-;-;-;-;-;1;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421530;421530 SALETE;15;11;1;3;1;3;6;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-
421535;421535 SALTINHO;2;1;0;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
421540;421540 SALTO VELOSO;10;6;1;3;-;1;4;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-
421545;421545 SANGAO;10;6;2;2;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421550;421550 SANTA CECILIA;27;14;8;5;10;1;1;-;-;-;-;1;-;1;-;-;2;-;-;-;4;1;-;-;-;1;-;-;-;-;-;2;-;1;-;1;-;-;1;-
421555;421555 SANTA HELENA;4;2;0;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421560;421560 SANTA ROSA DE LIMA;3;1;0;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421565;421565 SANTA ROSA DO SUL;12;7;2;3;2;4;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-
421567;421567 SANTA TEREZINHA;6;4;0;2;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421568;421568 SANTA TEREZINHA DO PROGRESSO;4;1;0;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-
421569;421569 SANTIAGO DO SUL;4;1;1;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421570;421570 SANTO AMARO DA IMPERATRIZ;32;19;10;3;-;5;12;-;1;-;-;-;-;-;-;1;1;-;-;-;4;3;-;-;-;1;-;1;-;-;-;1;-;1;-;1;-;-;-;-
421575;421575 SAO BERNARDINO;3;1;0;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421580;421580 SAO BENTO DO SUL;195;130;59;6;12;7;108;-;1;1;-;-;-;-;-;1;-;-;-;-;41;17;-;-;-;1;-;-;-;-;-;2;-;2;-;1;-;-;1;-
421590;421590 SAO BONIFACIO;5;2;0;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
421600;421600 SAO CARLOS;29;16;9;4;-;4;12;-;-;-;-;-;-;-;-;-;-;-;-;-;5;3;-;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;1;-
421605;421605 SAO CRISTOVAO DO SUL;3;2;0;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
421610;421610 SAO DOMINGOS;22;17;3;2;3;2;9;-;1;1;-;-;-;1;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421620;421620 SAO FRANCISCO DO SUL;98;75;18;5;4;13;53;1;-;-;1;1;-;-;-;2;1;-;-;-;4;11;-;-;-;1;1;-;-;-;-;1;-;2;-;1;-;-;1;-
421625;421625 SAO JOAO DO OESTE;10;5;2;3;-;1;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-
421630;421630 SAO JOAO BATISTA;39;21;14;4;1;7;13;-;-;-;-;-;-;-;-;-;1;-;-;-;11;-;-;-;-;-;-;-;2;-;-;1;-;1;-;1;-;-;1;-
421635;421635 SAO JOAO DO ITAPERIU;6;5;0;1;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
421640;421640 SAO JOAO DO SUL;12;7;3;2;-;5;1;-;-;-;-;-;-;1;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
421650;421650 SAO JOAQUIM;48;27;16;5;1;6;18;-;-;2;-;-;-;-;-;-;-;-;-;-;11;4;-;-;-;1;-;-;-;-;-;1;-;2;-;1;-;-;-;1
421660;421660 SAO JOSE;264;121;129;14;-;23;98;-;-;-;-;-;-;-;-;-;10;-;1;-;69;39;-;-;-;3;1;6;-;-;-;2;4;5;-;2;-;-;1;-
