codmun6;estabelecimentomunicipio-jul2018;total-estab-2018;atencao-primaria;atencao-secundaria;atencao-terciaria;total-estab-2023;atencao-primaria;atencao-secundaria;atencao-terciaria;aumentototal;aumento-primaria;aumentosecundaria;aumento-terciaria
421380;421380 PRAIA GRANDE;14;9;3;2;26;18;5;3;86%;100%;67%;50%
421390;421390 PRESIDENTE CASTELLO BRANCO;5;3;0;2;7;4;1;2;40%;33%;100%;0%
421400;421400 PRESIDENTE GETULIO;27;21;3;3;45;37;5;3;67%;76%;67%;0%
421410;421410 PRESIDENTE NEREU;3;2;0;1;7;4;1;2;133%;100%;100%;100%
421415;421415 PRINCESA;5;2;1;2;6;1;3;2;20%;-50%;200%;0%
421420;421420 QUILOMBO;30;13;12;5;35;19;13;3;17%;46%;8%;-40%
421430;421430 RANCHO QUEIMADO;5;2;1;2;9;3;4;2;80%;50%;300%;0%
421440;421440 RIO DAS ANTAS;10;6;1;3;14;5;7;2;40%;-17%;600%;-33%
421450;421450 RIO DO CAMPO;13;10;0;3;16;12;1;3;23%;20%;100%;0%
421460;421460 RIO DO OESTE;13;6;5;2;16;9;5;2;23%;50%;0%;0%
421470;421470 RIO DOS CEDROS;21;13;5;3;27;16;8;3;29%;23%;60%;0%
421480;421480 RIO DO SUL;313;208;98;7;432;271;154;7;38%;30%;57%;0%
421490;421490 RIO FORTUNA;7;1;4;2;8;1;4;3;14%;0%;0%;50%
421500;421500 RIO NEGRINHO;74;56;14;4;89;60;25;4;20%;7%;79%;0%
421505;421505 RIO RUFINO;4;3;0;1;8;6;1;1;100%;100%;100%;0%
421507;421507 RIQUEZA;9;4;3;2;12;4;5;3;33%;0%;67%;50%
421510;421510 RODEIO;27;16;9;2;25;14;9;2;-7%;-13%;0%;0%
421520;421520 ROMELANDIA;12;7;3;2;13;5;6;2;8%;-29%;100%;0%
421530;421530 SALETE;15;11;1;3;20;13;4;3;33%;18%;300%;0%
421535;421535 SALTINHO;2;1;0;1;2;1;0;1;0%;0%;100%;0%
421540;421540 SALTO VELOSO;10;6;1;3;13;7;3;3;30%;17%;200%;0%
421545;421545 SANGAO;10;6;2;2;12;7;3;2;20%;17%;50%;0%
421550;421550 SANTA CECILIA;27;14;8;5;37;22;12;3;37%;57%;50%;-40%
421555;421555 SANTA HELENA;4;2;0;2;5;2;1;2;25%;0%;100%;0%
421560;421560 SANTA ROSA DE LIMA;3;1;0;2;4;2;0;2;33%;100%;100%;0%
421565;421565 SANTA ROSA DO SUL;12;7;2;3;15;9;3;3;25%;29%;50%;0%
421567;421567 SANTA TEREZINHA;6;4;0;2;8;4;2;2;33%;0%;100%;0%
421568;421568 SANTA TEREZINHA DO PROGRESSO;4;1;0;3;3;1;0;2;-25%;0%;100%;-33%
421569;421569 SANTIAGO DO SUL;4;1;1;2;7;2;3;2;75%;100%;200%;0%
421570;421570 SANTO AMARO DA IMPERATRIZ;32;19;10;3;55;33;18;4;72%;74%;80%;33%
421575;421575 SAO BERNARDINO;3;1;0;2;4;1;1;2;33%;0%;100%;0%
421580;421580 SAO BENTO DO SUL;195;130;59;6;250;171;73;6;28%;32%;24%;0%
421590;421590 SAO BONIFACIO;5;2;0;3;10;6;1;3;100%;200%;100%;0%
421600;421600 SAO CARLOS;29;16;9;4;36;22;10;4;24%;38%;11%;0%
421605;421605 SAO CRISTOVAO DO SUL;3;2;0;1;6;3;1;2;100%;50%;100%;100%
421610;421610 SAO DOMINGOS;22;17;3;2;38;30;6;2;73%;76%;100%;0%
421620;421620 SAO FRANCISCO DO SUL;98;75;18;5;127;91;31;5;30%;21%;72%;0%
421625;421625 SAO JOAO DO OESTE;10;5;2;3;14;6;5;3;40%;20%;150%;0%
421630;421630 SAO JOAO BATISTA;39;21;14;4;58;35;18;5;49%;67%;29%;25%
421635;421635 SAO JOAO DO ITAPERIU;6;5;0;1;11;6;3;2;83%;20%;100%;100%
421640;421640 SAO JOAO DO SUL;12;7;3;2;13;8;3;2;8%;14%;0%;0%
421650;421650 SAO JOAQUIM;48;27;16;5;61;45;11;5;27%;67%;-31%;0%
421660;421660 SAO JOSE;264;121;129;14;516;291;209;16;95%;140%;62%;14%
421670;421670 SAO JOSE DO CEDRO;29;19;7;3;36;26;7;3;24%;37%;0%;0%
421680;421680 SAO JOSE DO CERRITO;5;2;1;2;9;4;2;3;80%;100%;100%;50%
421690;421690 SAO LOURENCO DO OESTE;97;76;16;5;132;96;30;6;36%;26%;88%;20%
421700;421700 SAO LUDGERO;16;6;8;2;20;10;8;2;25%;67%;0%;0%
421710;421710 SAO MARTINHO;8;6;0;2;12;6;3;3;50%;0%;100%;50%
421715;421715 SAO MIGUEL DA BOA VISTA;3;1;0;2;6;3;1;2;100%;200%;100%;0%
421720;421720 SAO MIGUEL DO OESTE;198;127;63;8;286;144;135;7;44%;13%;114%;-13%
421725;421725 SAO PEDRO DE ALCANTARA;8;3;2;3;7;3;2;2;-13%;0%;0%;-33%
421730;421730 SAUDADES;19;14;3;2;32;24;6;2;68%;71%;100%;0%
421740;421740 SCHROEDER;20;13;4;3;32;20;9;3;60%;54%;125%;0%
421750;421750 SEARA;42;31;7;4;86;67;14;5;105%;116%;100%;25%
421755;421755 SERRA ALTA;11;8;1;2;11;7;2;2;0%;-13%;100%;0%
421760;421760 SIDEROPOLIS;18;8;7;3;22;12;7;3;22%;50%;0%;0%
421770;421770 SOMBRIO;56;37;15;4;75;47;24;4;34%;27%;60%;0%
421775;421775 SUL BRASIL;3;2;0;1;7;5;0;2;133%;150%;100%;100%
421780;421780 TAIO;39;25;9;5;62;40;18;4;59%;60%;100%;-20%
421790;421790 TANGARA;15;7;3;5;18;9;5;4;20%;29%;67%;-20%
421795;421795 TIGRINHOS;4;2;0;2;4;2;0;2;0%;0%;100%;0%
421800;421800 TIJUCAS;55;35;16;4;99;71;24;4;80%;103%;50%;0%
421810;421810 TIMBE DO SUL;10;4;3;3;13;6;4;3;30%;50%;33%;0%
421820;421820 TIMBO;125;83;37;5;170;106;60;4;36%;28%;62%;-20%
421825;421825 TIMBO GRANDE;6;2;2;2;7;3;2;2;17%;50%;0%;0%
421830;421830 TRES BARRAS;24;14;6;4;32;20;8;4;33%;43%;33%;0%
421835;421835 TREVISO;7;5;0;2;9;4;3;2;29%;-20%;100%;0%
421840;421840 TREZE DE MAIO;12;5;4;3;15;7;5;3;25%;40%;25%;0%
421850;421850 TREZE TILIAS;17;12;3;2;27;20;5;2;59%;67%;67%;0%
421860;421860 TROMBUDO CENTRAL;17;10;4;3;25;17;5;3;47%;70%;25%;0%
421870;421870 TUBARAO;338;251;80;7;504;395;102;7;49%;57%;28%;0%
421875;421875 TUNAPOLIS;14;8;3;3;17;9;5;3;21%;13%;67%;0%
421880;421880 TURVO;33;21;8;4;45;26;15;4;36%;24%;88%;0%
421885;421885 UNIAO DO OESTE;3;1;0;2;5;1;2;2;67%;0%;100%;0%
421890;421890 URUBICI;20;12;5;3;30;18;9;3;50%;50%;80%;0%
421895;421895 URUPEMA;3;2;0;1;7;2;3;2;133%;0%;100%;100%
421900;421900 URUSSANGA;46;26;17;3;80;56;21;3;74%;115%;24%;0%
421910;421910 VARGEAO;9;6;0;3;13;9;1;3;44%;50%;100%;0%
421915;421915 VARGEM;5;2;1;2;7;2;3;2;40%;0%;200%;0%
421917;421917 VARGEM BONITA;8;4;1;3;11;6;2;3;38%;50%;100%;0%
421920;421920 VIDAL RAMOS;11;5;3;3;16;8;5;3;45%;60%;67%;0%
421930;421930 VIDEIRA;199;160;34;5;304;248;49;7;53%;55%;44%;40%
421935;421935 VITOR MEIRELES;9;6;0;3;14;10;1;3;56%;67%;100%;0%
421940;421940 WITMARSUM;9;4;1;4;7;1;2;4;-22%;-75%;100%;0%
421950;421950 XANXERE;206;144;56;6;307;236;65;6;49%;64%;16%;0%
421960;421960 XAVANTINA;7;2;2;3;11;5;3;3;57%;150%;50%;0%
421970;421970 XAXIM;75;57;15;3;103;78;22;3;37%;37%;47%;0%
421985;421985 ZORTEA;6;3;1;2;7;2;3;2;17%;-33%;200%;0%
422000;422000 BALNEARIO RINCAO;15;11;3;1;20;10;8;2;33%;-9%;167%;100%
430003;430003 ACEGUA;6;2;1;3;6;2;1;3;0%;0%;0%;0%
430005;430005 AGUA SANTA;6;3;2;1;11;9;1;1;83%;200%;-50%;0%
430010;430010 AGUDO;20;9;8;3;30;16;10;4;50%;78%;25%;33%
430020;430020 AJURICABA;17;5;10;2;16;6;8;2;-6%;20%;-20%;0%
430030;430030 ALECRIM;12;5;5;2;6;1;3;2;-50%;-80%;-40%;0%
430040;430040 ALEGRETE;163;127;32;4;197;162;31;4;21%;28%;-3%;0%
430045;430045 ALEGRIA;9;3;5;1;12;4;7;1;33%;33%;40%;0%
430047;430047 ALMIRANTE TAMANDARE DO SUL;6;3;2;1;7;4;2;1;17%;33%;0%;0%
430050;430050 ALPESTRE;11;5;4;2;14;5;7;2;27%;0%;75%;0%
430055;430055 ALTO ALEGRE;5;2;2;1;7;5;1;1;40%;150%;-50%;0%
430057;430057 ALTO FELIZ;4;1;2;1;5;2;2;1;25%;100%;0%;0%
430060;430060 ALVORADA;92;51;37;4;115;61;49;5;25%;20%;32%;25%
430063;430063 AMARAL FERRADOR;4;2;1;1;7;4;2;1;75%;100%;100%;0%
430064;430064 AMETISTA DO SUL;10;5;3;2;12;5;5;2;20%;0%;67%;0%
430066;430066 ANDRE DA ROCHA;4;2;1;1;4;2;1;1;0%;0%;0%;0%
430070;430070 ANTA GORDA;17;11;4;2;22;13;7;2;29%;18%;75%;0%
430080;430080 ANTONIO PRADO;53;37;13;3;60;42;14;4;13%;14%;8%;33%
430085;430085 ARAMBARE;7;3;3;1;12;7;3;2;71%;133%;0%;100%
430087;430087 ARARICA;5;2;2;1;6;3;2;1;20%;50%;0%;0%
430090;430090 ARATIBA;8;4;2;2;9;3;4;2;13%;-25%;100%;0%
430100;430100 ARROIO DO MEIO;49;38;9;2;61;47;12;2;24%;24%;33%;0%
430105;430105 ARROIO DO SAL;12;6;4;2;22;10;10;2;83%;67%;150%;0%
430107;430107 ARROIO DO PADRE;4;1;2;1;4;1;2;1;0%;0%;0%;0%
430110;430110 ARROIO DOS RATOS;22;10;10;2;23;11;11;1;5%;10%;10%;-50%
430120;430120 ARROIO DO TIGRE;25;18;4;3;33;22;8;3;32%;22%;100%;0%
430130;430130 ARROIO GRANDE;29;19;7;3;26;15;8;3;-10%;-21%;14%;0%
430140;430140 ARVOREZINHA;11;4;4;3;24;14;7;3;118%;250%;75%;0%
430150;430150 AUGUSTO PESTANA;14;6;6;2;16;9;5;2;14%;50%;-17%;0%
430155;430155 AUREA;4;1;2;1;8;4;3;1;100%;300%;50%;0%
430160;430160 BAGE;212;152;49;11;304;232;59;13;43%;53%;20%;18%
430163;430163 BALNEARIO PINHAL;11;6;3;2;23;12;9;2;109%;100%;200%;0%
430165;430165 BARAO;10;4;3;3;10;4;5;1;0%;0%;67%;-67%
430170;430170 BARAO DE COTEGIPE;12;8;3;1;12;8;3;1;0%;0%;0%;0%
430175;430175 BARAO DO TRIUNFO;5;3;1;1;7;3;3;1;40%;0%;200%;0%
430180;430180 BARRACAO;10;7;2;1;14;8;5;1;40%;14%;150%;0%
430185;430185 BARRA DO GUARITA;3;3;0;0;5;3;1;1;67%;0%;100%;100%
430187;430187 BARRA DO QUARAI;6;4;1;1;7;6;0;1;17%;50%;-100%;0%
430190;430190 BARRA DO RIBEIRO;14;7;6;1;22;12;9;1;57%;71%;50%;0%
430192;430192 BARRA DO RIO AZUL;3;1;1;1;4;2;1;1;33%;100%;0%;0%
430195;430195 BARRA FUNDA;4;1;2;1;5;1;3;1;25%;0%;50%;0%
430200;430200 BARROS CASSAL;18;7;9;2;22;12;8;2;22%;71%;-11%;0%
430205;430205 BENJAMIN CONSTANT DO SUL;6;4;1;1;6;4;1;1;0%;0%;0%;0%
430210;430210 BENTO GONCALVES;337;249;84;4;398;286;104;8;18%;15%;24%;100%
430215;430215 BOA VISTA DAS MISSOES;5;2;2;1;6;3;2;1;20%;50%;0%;0%
430220;430220 BOA VISTA DO BURICA;24;12;9;3;38;30;5;3;58%;150%;-44%;0%
430222;430222 BOA VISTA DO CADEADO;4;1;2;1;5;2;2;1;25%;100%;0%;0%
430223;430223 BOA VISTA DO INCRA;2;1;0;1;2;1;0;1;0%;0%;100%;0%
430225;430225 BOA VISTA DO SUL;5;3;1;1;4;2;0;2;-20%;-33%;-100%;100%
430230;430230 BOM JESUS;27;19;5;3;35;27;5;3;30%;42%;0%;0%
430235;430235 BOM PRINCIPIO;27;20;4;3;34;25;6;3;26%;25%;50%;0%
430237;430237 BOM PROGRESSO;2;1;0;1;3;1;1;1;50%;0%;100%;0%
430240;430240 BOM RETIRO DO SUL;21;15;4;2;30;21;7;2;43%;40%;75%;0%
430245;430245 BOQUEIRAO DO LEAO;14;7;5;2;16;8;6;2;14%;14%;20%;0%
430250;430250 BOSSOROCA;17;13;3;1;16;12;3;1;-6%;-8%;0%;0%
430258;430258 BOZANO;4;1;2;1;4;1;2;1;0%;0%;0%;0%
430260;430260 BRAGA;8;5;1;2;7;5;1;1;-13%;0%;0%;-50%
430265;430265 BROCHIER;12;8;2;2;7;4;2;1;-42%;-50%;0%;-50%
430270;430270 BUTIA;35;25;8;2;38;25;10;3;9%;0%;25%;50%
430280;430280 CACAPAVA DO SUL;31;14;14;3;49;32;14;3;58%;129%;0%;0%
430290;430290 CACEQUI;26;17;7;2;27;17;7;3;4%;0%;0%;50%
430300;430300 CACHOEIRA DO SUL;180;143;32;5;150;101;45;4;-17%;-29%;41%;-20%
430310;430310 CACHOEIRINHA;153;79;71;3;222;126;93;3;45%;59%;31%;0%
430320;430320 CACIQUE DOBLE;10;6;3;1;15;10;4;1;50%;67%;33%;0%
430330;430330 CAIBATE;12;4;5;3;15;7;5;3;25%;75%;0%;0%
430340;430340 CAICARA;13;8;3;2;15;10;3;2;15%;25%;0%;0%
430350;430350 CAMAQUA;205;159;43;3;501;443;54;4;144%;179%;26%;33%
430355;430355 CAMARGO;7;3;3;1;9;3;5;1;29%;0%;67%;0%
430360;430360 CAMBARA DO SUL;12;5;4;3;10;4;3;3;-17%;-20%;-25%;0%
430367;430367 CAMPESTRE DA SERRA;4;3;0;1;6;3;2;1;50%;0%;100%;0%
430370;430370 CAMPINA DAS MISSOES;7;2;3;2;22;17;3;2;214%;750%;0%;0%
430380;430380 CAMPINAS DO SUL;10;4;3;3;10;5;2;3;0%;25%;-33%;0%
430390;430390 CAMPO BOM;96;70;23;3;128;99;26;3;33%;41%;13%;0%
430400;430400 CAMPO NOVO;6;1;3;2;6;2;2;2;0%;100%;-33%;0%
430410;430410 CAMPOS BORGES;11;7;3;1;12;6;5;1;9%;-14%;67%;0%
430420;430420 CANDELARIA;45;29;13;3;56;39;14;3;24%;34%;8%;0%
430430;430430 CANDIDO GODOI;15;3;9;3;16;4;9;3;7%;33%;0%;0%
430435;430435 CANDIOTA;17;8;7;2;24;14;8;2;41%;75%;14%;0%
430440;430440 CANELA;76;55;18;3;76;48;23;5;0%;-13%;28%;67%
430450;430450 CANGUCU;62;43;16;3;81;58;20;3;31%;35%;25%;0%
430460;430460 CANOAS;552;342;195;15;772;446;308;18;40%;30%;58%;20%
430461;430461 CANUDOS DO VALE;5;4;0;1;4;3;0;1;-20%;-25%;100%;0%
430462;430462 CAPAO BONITO DO SUL;5;3;1;1;6;5;0;1;20%;67%;-100%;0%
430463;430463 CAPAO DA CANOA;84;58;22;4;148;114;30;4;76%;97%;36%;0%
430465;430465 CAPAO DO CIPO;4;2;1;1;6;4;1;1;50%;100%;0%;0%
430466;430466 CAPAO DO LEAO;13;6;5;2;19;9;8;2;46%;50%;60%;0%
430467;430467 CAPIVARI DO SUL;5;2;2;1;9;3;5;1;80%;50%;150%;0%
430468;430468 CAPELA DE SANTANA;7;5;1;1;12;9;2;1;71%;80%;100%;0%
430469;430469 CAPITAO;4;3;0;1;4;3;0;1;0%;0%;100%;0%
430470;430470 CARAZINHO;211;161;44;6;318;267;45;6;51%;66%;2%;0%
430471;430471 CARAA;6;3;2;1;6;3;2;1;0%;0%;0%;0%
430480;430480 CARLOS BARBOSA;65;47;15;3;100;73;24;3;54%;55%;60%;0%
430485;430485 CARLOS GOMES;3;1;1;1;3;1;1;1;0%;0%;0%;0%
430490;430490 CASCA;31;22;6;3;45;31;11;3;45%;41%;83%;0%
430495;430495 CASEIROS;6;2;3;1;4;1;3;0;-33%;-50%;0%;-100%
430500;430500 CATUIPE;8;3;4;1;11;6;4;1;38%;100%;0%;0%
430510;430510 CAXIAS DO SUL;1233;879;327;27;1510;1144;328;38;22%;30%;0%;41%
430511;430511 CENTENARIO;4;1;2;1;5;2;2;1;25%;100%;0%;0%
430512;430512 CERRITO;5;3;1;1;6;4;1;1;20%;33%;0%;0%
430513;430513 CERRO BRANCO;7;3;3;1;9;5;3;1;29%;67%;0%;0%
430515;430515 CERRO GRANDE;4;2;1;1;7;3;3;1;75%;50%;200%;0%
430517;430517 CERRO GRANDE DO SUL;7;4;2;1;22;10;11;1;214%;150%;450%;0%
430520;430520 CERRO LARGO;38;26;8;4;65;48;14;3;71%;85%;75%;-25%
430530;430530 CHAPADA;14;7;4;3;24;16;5;3;71%;129%;25%;0%
430535;430535 CHARQUEADAS;71;42;26;3;95;65;25;5;34%;55%;-4%;67%
430537;430537 CHARRUA;3;2;0;1;6;5;0;1;100%;150%;100%;0%
430540;430540 CHIAPETTA;6;3;1;2;13;6;5;2;117%;100%;400%;0%
430543;430543 CHUI;5;2;2;1;7;2;4;1;40%;0%;100%;0%
430544;430544 CHUVISCA;10;6;3;1;10;6;3;1;0%;0%;0%;0%
430545;430545 CIDREIRA;11;6;4;1;17;12;4;1;55%;100%;0%;0%
430550;430550 CIRIACO;10;4;5;1;11;5;5;1;10%;25%;0%;0%
430558;430558 COLINAS;3;2;0;1;5;3;1;1;67%;50%;100%;0%
430560;430560 COLORADO;7;4;2;1;5;3;1;1;-29%;-25%;-50%;0%
430570;430570 CONDOR;9;3;4;2;10;4;4;2;11%;33%;0%;0%
430580;430580 CONSTANTINA;16;7;6;3;16;6;7;3;0%;-14%;17%;0%
430583;430583 COQUEIRO BAIXO;3;2;0;1;3;2;0;1;0%;0%;100%;0%
430585;430585 COQUEIROS DO SUL;6;3;2;1;6;3;2;1;0%;0%;0%;0%
430587;430587 CORONEL BARROS;6;3;2;1;6;3;2;1;0%;0%;0%;0%
430590;430590 CORONEL BICACO;17;9;6;2;22;12;8;2;29%;33%;33%;0%
430593;430593 CORONEL PILAR;2;1;0;1;2;1;0;1;0%;0%;100%;0%
430595;430595 COTIPORA;9;6;2;1;6;3;2;1;-33%;-50%;0%;0%
430597;430597 COXILHA;3;1;1;1;3;1;1;1;0%;0%;0%;0%
430600;430600 CRISSIUMAL;25;11;10;4;31;15;13;3;24%;36%;30%;-25%
430605;430605 CRISTAL;9;5;2;2;25;20;3;2;178%;300%;50%;0%
430607;430607 CRISTAL DO SUL;6;3;2;1;7;3;3;1;17%;0%;50%;0%
430610;430610 CRUZ ALTA;203;139;58;6;234;151;77;6;15%;9%;33%;0%
430613;430613 CRUZALTENSE;3;2;0;1;3;2;0;1;0%;0%;100%;0%
430620;430620 CRUZEIRO DO SUL;22;16;4;2;17;11;4;2;-23%;-31%;0%;0%
430630;430630 DAVID CANABARRO;8;2;3;3;9;3;3;3;13%;50%;0%;0%
430632;430632 DERRUBADAS;5;2;2;1;7;4;2;1;40%;100%;0%;0%
430635;430635 DEZESSEIS DE NOVEMBRO;5;4;0;1;5;4;0;1;0%;0%;100%;0%
430637;430637 DILERMANDO DE AGUIAR;4;2;1;1;7;4;2;1;75%;100%;100%;0%
430640;430640 DOIS IRMAOS;95;68;24;3;115;88;24;3;21%;29%;0%;0%
430642;430642 DOIS IRMAOS DAS MISSOES;3;2;0;1;3;2;0;1;0%;0%;100%;0%
430645;430645 DOIS LAJEADOS;13;8;3;2;16;9;5;2;23%;13%;67%;0%
430650;430650 DOM FELICIANO;15;8;4;3;30;19;8;3;100%;138%;100%;0%
430655;430655 DOM PEDRO DE ALCANTARA;2;1;0;1;3;1;1;1;50%;0%;100%;0%
430660;430660 DOM PEDRITO;75;56;16;3;97;75;19;3;29%;34%;19%;0%
430670;430670 DONA FRANCISCA;6;2;2;2;5;2;1;2;-17%;0%;-50%;0%
430673;430673 DOUTOR MAURICIO CARDOSO;10;5;4;1;11;4;6;1;10%;-20%;50%;0%
430675;430675 DOUTOR RICARDO;5;4;0;1;5;2;2;1;0%;-50%;100%;0%
430676;430676 ELDORADO DO SUL;22;14;7;1;40;30;8;2;82%;114%;14%;100%
430680;430680 ENCANTADO;109;80;26;3;140;101;36;3;28%;26%;38%;0%
430690;430690 ENCRUZILHADA DO SUL;43;28;12;3;49;32;14;3;14%;14%;17%;0%
430692;430692 ENGENHO VELHO;7;3;2;2;2;1;0;1;-71%;-67%;-100%;-50%
430693;430693 ENTRE-IJUIS;11;3;6;2;14;5;7;2;27%;67%;17%;0%
430695;430695 ENTRE RIOS DO SUL;5;2;2;1;12;7;4;1;140%;250%;100%;0%
430697;430697 EREBANGO;3;2;0;1;3;2;0;1;0%;0%;100%;0%
430700;430700 ERECHIM;392;315;69;8;479;379;92;8;22%;20%;33%;0%
430705;430705 ERNESTINA;4;2;1;1;4;2;1;1;0%;0%;0%;0%
430710;430710 HERVAL;17;12;3;2;16;10;3;3;-6%;-17%;0%;50%
430720;430720 ERVAL GRANDE;5;1;1;3;5;1;2;2;0%;0%;100%;-33%
430730;430730 ERVAL SECO;11;3;6;2;12;4;6;2;9%;33%;0%;0%
430740;430740 ESMERALDA;3;1;1;1;5;3;1;1;67%;200%;0%;0%
430745;430745 ESPERANCA DO SUL;4;2;1;1;5;2;2;1;25%;0%;100%;0%
430750;430750 ESPUMOSO;36;25;8;3;57;46;8;3;58%;84%;0%;0%
430755;430755 ESTACAO;15;10;3;2;15;11;2;2;0%;10%;-33%;0%
430760;430760 ESTANCIA VELHA;60;40;18;2;88;68;18;2;47%;70%;0%;0%
430770;430770 ESTEIO;163;100;60;3;212;151;58;3;30%;51%;-3%;0%
430780;430780 ESTRELA;103;78;22;3;120;93;24;3;17%;19%;9%;0%
430781;430781 ESTRELA VELHA;9;6;2;1;9;6;2;1;0%;0%;0%;0%
430783;430783 EUGENIO DE CASTRO;4;2;1;1;6;4;1;1;50%;100%;0%;0%
430786;430786 FAGUNDES VARELA;3;1;1;1;6;2;3;1;100%;100%;200%;0%
430790;430790 FARROUPILHA;140;94;43;3;200;147;50;3;43%;56%;16%;0%
430800;430800 FAXINAL DO SOTURNO;23;14;6;3;24;14;7;3;4%;0%;17%;0%
430805;430805 FAXINALZINHO;3;2;0;1;3;2;0;1;0%;0%;100%;0%
430807;430807 FAZENDA VILANOVA;7;2;4;1;8;4;3;1;14%;100%;-25%;0%
430810;430810 FELIZ;65;54;8;3;18;10;5;3;-72%;-81%;-38%;0%
430820;430820 FLORES DA CUNHA;143;118;22;3;184;166;15;3;29%;41%;-32%;0%
430825;430825 FLORIANO PEIXOTO;4;3;0;1;4;3;0;1;0%;0%;100%;0%
430830;430830 FONTOURA XAVIER;14;9;3;2;11;7;3;1;-21%;-22%;0%;-50%
430840;430840 FORMIGUEIRO;12;7;4;1;14;9;3;2;17%;29%;-25%;100%
430843;430843 FORQUETINHA;2;1;0;1;2;1;0;1;0%;0%;100%;0%
430845;430845 FORTALEZA DOS VALOS;10;7;1;2;11;7;2;2;10%;0%;100%;0%
430850;430850 FREDERICO WESTPHALEN;134;96;33;5;166;121;42;3;24%;26%;27%;-40%
430860;430860 GARIBALDI;97;72;21;4;154;120;29;5;59%;67%;38%;25%
430865;430865 GARRUCHOS;8;5;2;1;13;10;2;1;63%;100%;0%;0%
430870;430870 GAURAMA;18;13;3;2;22;17;3;2;22%;31%;0%;0%
430880;430880 GENERAL CAMARA;11;6;4;1;11;6;4;1;0%;0%;0%;0%
430885;430885 GENTIL;4;2;1;1;4;2;1;1;0%;0%;0%;0%
430890;430890 GETULIO VARGAS;41;27;11;3;56;42;11;3;37%;56%;0%;0%
430900;430900 GIRUA;38;23;12;3;55;32;20;3;45%;39%;67%;0%
430905;430905 GLORINHA;8;4;3;1;7;3;3;1;-13%;-25%;0%;0%
430910;430910 GRAMADO;190;158;29;3;257;214;40;3;35%;35%;38%;0%
430912;430912 GRAMADO DOS LOUREIROS;5;2;2;1;5;2;2;1;0%;0%;0%;0%
430915;430915 GRAMADO XAVIER;3;1;1;1;6;3;2;1;100%;200%;100%;0%
430920;430920 GRAVATAI;296;205;84;7;482;365;111;6;63%;78%;32%;-14%
430925;430925 GUABIJU;7;3;3;1;7;4;2;1;0%;33%;-33%;0%
430930;430930 GUAIBA;112;74;34;4;151;102;45;4;35%;38%;32%;0%
430940;430940 GUAPORE;100;50;47;3;141;106;32;3;41%;112%;-32%;0%
430950;430950 GUARANI DAS MISSOES;22;15;4;3;25;18;4;3;14%;20%;0%;0%
430955;430955 HARMONIA;9;4;4;1;12;7;4;1;33%;75%;0%;0%
430957;430957 HERVEIRAS;2;1;0;1;3;1;1;1;50%;0%;100%;0%
430960;430960 HORIZONTINA;51;24;23;4;64;35;25;4;25%;46%;9%;0%
430965;430965 HULHA NEGRA;2;0;2;0;4;0;2;2;100%;0%;0%;100%
430970;430970 HUMAITA;12;5;5;2;12;5;5;2;0%;0%;0%;0%
430975;430975 IBARAMA;5;3;1;1;7;3;3;1;40%;0%;200%;0%
430980;430980 IBIACA;11;6;4;1;11;6;4;1;0%;0%;0%;0%
430990;430990 IBIRAIARAS;11;4;6;1;17;11;5;1;55%;175%;-17%;0%
430995;430995 IBIRAPUITA;6;2;3;1;7;3;3;1;17%;50%;0%;0%
431000;431000 IBIRUBA;83;43;38;2;132;53;77;2;59%;23%;103%;0%
431010;431010 IGREJINHA;62;37;23;2;101;79;20;2;63%;114%;-13%;0%
431020;431020 IJUI;258;180;71;7;371;273;90;8;44%;52%;27%;14%
431030;431030 ILOPOLIS;13;10;1;2;14;11;1;2;8%;10%;0%;0%
431033;431033 IMBE;16;9;5;2;33;24;7;2;106%;167%;40%;0%
431036;431036 IMIGRANTE;8;5;2;1;7;4;2;1;-13%;-20%;0%;0%
431040;431040 INDEPENDENCIA;16;7;6;3;21;7;9;5;31%;0%;50%;67%
431041;431041 INHACORA;3;1;1;1;6;4;1;1;100%;300%;0%;0%
431043;431043 IPE;12;10;1;1;10;7;2;1;-17%;-30%;100%;0%
431046;431046 IPIRANGA DO SUL;3;1;1;1;2;1;0;1;-33%;0%;-100%;0%
431050;431050 IRAI;14;9;3;2;13;8;3;2;-7%;-11%;0%;0%
431053;431053 ITAARA;5;2;2;1;8;3;4;1;60%;50%;100%;0%
431055;431055 ITACURUBI;2;1;0;1;3;2;0;1;50%;100%;100%;0%
431057;431057 ITAPUCA;3;2;0;1;4;2;0;2;33%;0%;100%;100%
431060;431060 ITAQUI;66;49;14;3;78;60;15;3;18%;22%;7%;0%
431065;431065 ITATI;5;2;2;1;5;2;2;1;0%;0%;0%;0%
431070;431070 ITATIBA DO SUL;9;7;1;1;10;8;1;1;11%;14%;0%;0%
431075;431075 IVORA;7;4;1;2;6;4;1;1;-14%;0%;0%;-50%
431080;431080 IVOTI;35;14;19;2;61;30;29;2;74%;114%;53%;0%
431085;431085 JABOTICABA;11;4;5;2;9;3;4;2;-18%;-25%;-20%;0%
431087;431087 JACUIZINHO;1;1;0;0;2;1;0;1;100%;0%;100%;100%
431090;431090 JACUTINGA;5;2;1;2;5;1;3;1;0%;-50%;200%;-50%
431100;431100 JAGUARAO;48;33;12;3;53;36;14;3;10%;9%;17%;0%
431110;431110 JAGUARI;21;14;4;3;25;18;4;3;19%;29%;0%;0%
