codmun6;estabelecimentomunicipio-jul2018;total-estab-2018;atencao-primaria;atencao-secundaria;atencao-terciaria;total-estab-2023;atencao-primaria;atencao-secundaria;atencao-terciaria;aumentototal;aumento-primaria;aumentosecundaria;aumento-terciaria
172015;172015 SAO FELIX DO TOCANTINS;4;3;0;1;4;3;0;1;0%;0%;100%;0%
172020;172020 SAO MIGUEL DO TOCANTINS;4;3;0;1;6;5;0;1;50%;67%;100%;0%
172025;172025 SAO SALVADOR DO TOCANTINS;5;4;0;1;5;4;0;1;0%;0%;100%;0%
172030;172030 SAO SEBASTIAO DO TOCANTINS;4;3;0;1;5;4;0;1;25%;33%;100%;0%
172049;172049 SAO VALERIO;4;2;1;1;6;3;2;1;50%;50%;100%;0%
172065;172065 SILVANOPOLIS;7;4;1;2;8;5;1;2;14%;25%;0%;0%
172080;172080 SITIO NOVO DO TOCANTINS;11;8;2;1;11;8;1;2;0%;0%;-50%;100%
172085;172085 SUCUPIRA;3;2;0;1;4;3;0;1;33%;50%;100%;0%
172090;172090 TAGUATINGA;8;4;2;2;10;4;4;2;25%;0%;100%;0%
172093;172093 TAIPAS DO TOCANTINS;1;1;0;0;3;2;0;1;200%;100%;100%;100%
172097;172097 TALISMA;4;3;0;1;4;3;0;1;0%;0%;100%;0%
172100;172100 PALMAS;539;237;271;31;781;321;425;35;45%;35%;57%;13%
172110;172110 TOCANTINIA;12;11;0;1;12;11;0;1;0%;0%;100%;0%
172120;172120 TOCANTINOPOLIS;28;20;6;2;32;23;7;2;14%;15%;17%;0%
172125;172125 TUPIRAMA;3;2;0;1;3;2;0;1;0%;0%;100%;0%
172130;172130 TUPIRATINS;4;2;0;2;3;2;0;1;-25%;0%;100%;-50%
172208;172208 WANDERLANDIA;7;5;1;1;8;6;1;1;14%;20%;0%;0%
172210;172210 XAMBIOA;13;7;4;2;13;7;4;2;0%;0%;0%;0%
210005;210005 ACAILANDIA;98;58;32;8;126;67;51;8;29%;16%;59%;0%
210010;210010 AFONSO CUNHA;8;5;0;3;10;6;1;3;25%;20%;100%;0%
210015;210015 AGUA DOCE DO MARANHAO;8;6;1;1;8;6;1;1;0%;0%;0%;0%
210020;210020 ALCANTARA;18;15;2;1;22;18;2;2;22%;20%;0%;100%
210030;210030 ALDEIAS ALTAS;13;9;1;3;17;12;2;3;31%;33%;100%;0%
210040;210040 ALTAMIRA DO MARANHAO;11;10;0;1;11;10;0;1;0%;0%;100%;0%
210043;210043 ALTO ALEGRE DO MARANHAO;14;12;0;2;15;12;1;2;7%;0%;100%;0%
210047;210047 ALTO ALEGRE DO PINDARE;24;21;1;2;22;18;2;2;-8%;-14%;100%;0%
210050;210050 ALTO PARNAIBA;14;10;1;3;20;10;6;4;43%;0%;500%;33%
210055;210055 AMAPA DO MARANHAO;4;3;0;1;5;3;0;2;25%;0%;100%;100%
210060;210060 AMARANTE DO MARANHAO;46;34;8;4;47;36;7;4;2%;6%;-13%;0%
210070;210070 ANAJATUBA;20;16;2;2;28;22;3;3;40%;38%;50%;50%
210080;210080 ANAPURUS;10;7;2;1;13;8;3;2;30%;14%;50%;100%
210083;210083 APICUM-ACU;9;7;0;2;11;8;1;2;22%;14%;100%;0%
210087;210087 ARAGUANA;9;7;0;2;13;11;0;2;44%;57%;100%;0%
210090;210090 ARAIOSES;23;17;3;3;21;16;2;3;-9%;-6%;-33%;0%
210095;210095 ARAME;18;15;1;2;19;16;1;2;6%;7%;0%;0%
210100;210100 ARARI;18;13;3;2;20;13;4;3;11%;0%;33%;50%
210110;210110 AXIXA;15;12;1;2;16;14;0;2;7%;17%;-100%;0%
210120;210120 BACABAL;73;29;31;13;98;41;43;14;34%;41%;39%;8%
210125;210125 BACABEIRA;16;14;1;1;20;15;2;3;25%;7%;100%;200%
210130;210130 BACURI;11;9;0;2;12;10;0;2;9%;11%;100%;0%
210135;210135 BACURITUBA;7;6;0;1;8;7;0;1;14%;17%;100%;0%
210140;210140 BALSAS;124;54;59;11;147;53;83;11;19%;-2%;41%;0%
210150;210150 BARAO DE GRAJAU;21;15;4;2;19;13;4;2;-10%;-13%;0%;0%
210160;210160 BARRA DO CORDA;73;52;13;8;85;54;21;10;16%;4%;62%;25%
210170;210170 BARREIRINHAS;28;23;3;2;34;25;7;2;21%;9%;133%;0%
210173;210173 BELAGUA;6;3;2;1;7;5;1;1;17%;67%;-50%;0%
210177;210177 BELA VISTA DO MARANHAO;12;10;0;2;12;10;0;2;0%;0%;100%;0%
210180;210180 BENEDITO LEITE;5;3;0;2;6;3;1;2;20%;0%;100%;0%
210190;210190 BEQUIMAO;15;12;1;2;15;12;1;2;0%;0%;0%;0%
210193;210193 BERNARDO DO MEARIM;11;9;0;2;11;9;0;2;0%;0%;100%;0%
210197;210197 BOA VISTA DO GURUPI;5;3;0;2;6;4;0;2;20%;33%;100%;0%
210200;210200 BOM JARDIM;27;23;2;2;33;29;2;2;22%;26%;0%;0%
210203;210203 BOM JESUS DAS SELVAS;22;18;2;2;25;21;2;2;14%;17%;0%;0%
210207;210207 BOM LUGAR;11;9;1;1;12;10;1;1;9%;11%;0%;0%
210210;210210 BREJO;16;13;1;2;16;14;0;2;0%;8%;-100%;0%
210215;210215 BREJO DE AREIA;7;6;0;1;7;6;0;1;0%;0%;100%;0%
210220;210220 BURITI;24;20;1;3;25;21;1;3;4%;5%;0%;0%
210230;210230 BURITI BRAVO;12;8;1;3;16;12;1;3;33%;50%;0%;0%
210232;210232 BURITICUPU;41;30;6;5;48;32;11;5;17%;7%;83%;0%
210235;210235 BURITIRANA;11;9;1;1;10;8;0;2;-9%;-11%;-100%;100%
210237;210237 CACHOEIRA GRANDE;7;5;0;2;8;6;1;1;14%;20%;100%;-50%
210240;210240 CAJAPIO;8;6;0;2;9;6;1;2;13%;0%;100%;0%
210250;210250 CAJARI;13;10;1;2;11;9;0;2;-15%;-10%;-100%;0%
210255;210255 CAMPESTRE DO MARANHAO;9;6;1;2;14;9;3;2;56%;50%;200%;0%
210260;210260 CANDIDO MENDES;11;9;1;1;12;10;0;2;9%;11%;-100%;100%
210270;210270 CANTANHEDE;13;10;2;1;12;10;0;2;-8%;0%;-100%;100%
210275;210275 CAPINZAL DO NORTE;11;8;1;2;12;8;2;2;9%;0%;100%;0%
210280;210280 CAROLINA;16;12;0;4;18;13;2;3;13%;8%;100%;-25%
210290;210290 CARUTAPERA;14;10;2;2;20;11;7;2;43%;10%;250%;0%
210300;210300 CAXIAS;118;47;53;18;142;53;70;19;20%;13%;32%;6%
210310;210310 CEDRAL;10;8;1;1;11;8;1;2;10%;0%;0%;100%
210312;210312 CENTRAL DO MARANHAO;6;4;0;2;9;7;0;2;50%;75%;100%;0%
210315;210315 CENTRO DO GUILHERME;8;7;0;1;11;9;1;1;38%;29%;100%;0%
210317;210317 CENTRO NOVO DO MARANHAO;12;10;1;1;11;9;1;1;-8%;-10%;0%;0%
210320;210320 CHAPADINHA;62;45;14;3;65;47;13;5;5%;4%;-7%;67%
210325;210325 CIDELANDIA;17;14;0;3;23;17;3;3;35%;21%;100%;0%
210330;210330 CODO;63;31;24;8;70;33;29;8;11%;6%;21%;0%
210340;210340 COELHO NETO;32;14;14;4;33;15;14;4;3%;7%;0%;0%
210350;210350 COLINAS;43;31;7;5;49;33;10;6;14%;6%;43%;20%
210355;210355 CONCEICAO DO LAGO-ACU;7;5;0;2;7;5;0;2;0%;0%;100%;0%
210360;210360 COROATA;40;21;11;8;51;28;15;8;28%;33%;36%;0%
210370;210370 CURURUPU;30;22;6;2;33;25;6;2;10%;14%;0%;0%
210375;210375 DAVINOPOLIS;10;8;0;2;12;9;2;1;20%;13%;100%;-50%
210380;210380 DOM PEDRO;19;12;4;3;19;12;4;3;0%;0%;0%;0%
210390;210390 DUQUE BACELAR;12;8;1;3;16;10;3;3;33%;25%;200%;0%
210400;210400 ESPERANTINOPOLIS;18;15;1;2;20;15;3;2;11%;0%;200%;0%
210405;210405 ESTREITO;26;14;8;4;27;14;9;4;4%;0%;13%;0%
210407;210407 FEIRA NOVA DO MARANHAO;5;3;1;1;8;4;3;1;60%;33%;200%;0%
210408;210408 FERNANDO FALCAO;9;7;0;2;11;8;1;2;22%;14%;100%;0%
210409;210409 FORMOSA DA SERRA NEGRA;16;12;3;1;18;13;4;1;13%;8%;33%;0%
210410;210410 FORTALEZA DOS NOGUEIRAS;12;9;2;1;13;11;0;2;8%;22%;-100%;100%
210420;210420 FORTUNA;12;10;0;2;14;12;0;2;17%;20%;100%;0%
210430;210430 GODOFREDO VIANA;7;6;0;1;9;7;1;1;29%;17%;100%;0%
210440;210440 GONCALVES DIAS;14;10;2;2;15;11;2;2;7%;10%;0%;0%
210450;210450 GOVERNADOR ARCHER;12;10;0;2;14;12;0;2;17%;20%;100%;0%
210455;210455 GOVERNADOR EDISON LOBAO;11;9;0;2;19;15;2;2;73%;67%;100%;0%
210460;210460 GOVERNADOR EUGENIO BARROS;12;9;1;2;16;12;2;2;33%;33%;100%;0%
210462;210462 GOVERNADOR LUIZ ROCHA;7;5;1;1;7;5;0;2;0%;0%;-100%;100%
210465;210465 GOVERNADOR NEWTON BELLO;11;8;1;2;10;8;0;2;-9%;0%;-100%;0%
210467;210467 GOVERNADOR NUNES FREIRE;21;16;3;2;21;15;4;2;0%;-6%;33%;0%
210470;210470 GRACA ARANHA;10;8;0;2;10;8;0;2;0%;0%;100%;0%
210480;210480 GRAJAU;39;28;3;8;53;33;11;9;36%;18%;267%;13%
210490;210490 GUIMARAES;12;9;1;2;24;21;1;2;100%;133%;0%;0%
210500;210500 HUMBERTO DE CAMPOS;16;12;2;2;21;17;2;2;31%;42%;0%;0%
210510;210510 ICATU;18;14;2;2;21;18;1;2;17%;29%;-50%;0%
210515;210515 IGARAPE DO MEIO;14;12;0;2;11;8;1;2;-21%;-33%;100%;0%
210520;210520 IGARAPE GRANDE;7;5;1;1;12;8;3;1;71%;60%;200%;0%
210530;210530 IMPERATRIZ;426;123;268;35;514;151;336;27;21%;23%;25%;-23%
210535;210535 ITAIPAVA DO GRAJAU;11;8;1;2;16;10;2;4;45%;25%;100%;100%
210540;210540 ITAPECURU MIRIM;42;29;11;2;46;27;17;2;10%;-7%;55%;0%
210542;210542 ITINGA DO MARANHAO;13;9;2;2;16;12;2;2;23%;33%;0%;0%
210545;210545 JATOBA;10;8;0;2;11;8;1;2;10%;0%;100%;0%
210547;210547 JENIPAPO DOS VIEIRAS;19;17;0;2;24;20;2;2;26%;18%;100%;0%
210550;210550 JOAO LISBOA;19;10;7;2;23;10;10;3;21%;0%;43%;50%
210560;210560 JOSELANDIA;15;12;2;1;18;15;1;2;20%;25%;-50%;100%
210565;210565 JUNCO DO MARANHAO;5;3;0;2;5;3;0;2;0%;0%;100%;0%
210570;210570 LAGO DA PEDRA;31;22;5;4;37;22;10;5;19%;0%;100%;25%
210580;210580 LAGO DO JUNCO;7;5;0;2;8;6;0;2;14%;20%;100%;0%
210590;210590 LAGO VERDE;12;10;0;2;14;12;0;2;17%;20%;100%;0%
210592;210592 LAGOA DO MATO;14;9;3;2;13;9;3;1;-7%;0%;0%;-50%
210594;210594 LAGO DOS RODRIGUES;8;7;0;1;10;7;1;2;25%;0%;100%;100%
210596;210596 LAGOA GRANDE DO MARANHAO;6;4;0;2;9;7;0;2;50%;75%;100%;0%
210598;210598 LAJEADO NOVO;6;5;0;1;8;6;1;1;33%;20%;100%;0%
210600;210600 LIMA CAMPOS;15;11;2;2;18;11;4;3;20%;0%;100%;50%
210610;210610 LORETO;7;5;1;1;10;7;2;1;43%;40%;100%;0%
210620;210620 LUIS DOMINGUES;7;5;1;1;7;5;1;1;0%;0%;0%;0%
210630;210630 MAGALHAES DE ALMEIDA;11;8;1;2;12;9;1;2;9%;13%;0%;0%
210632;210632 MARACACUME;11;9;0;2;18;13;4;1;64%;44%;100%;-50%
210635;210635 MARAJA DO SENA;7;6;0;1;8;6;1;1;14%;0%;100%;0%
210637;210637 MARANHAOZINHO;9;7;0;2;9;7;0;2;0%;0%;100%;0%
210640;210640 MATA ROMA;27;21;5;1;24;17;5;2;-11%;-19%;0%;100%
210650;210650 MATINHA;11;8;1;2;17;12;3;2;55%;50%;200%;0%
210660;210660 MATOES;18;13;2;3;25;15;7;3;39%;15%;250%;0%
210663;210663 MATOES DO NORTE;10;7;1;2;11;8;2;1;10%;14%;100%;-50%
210667;210667 MILAGRES DO MARANHAO;7;5;1;1;8;6;1;1;14%;20%;0%;0%
210670;210670 MIRADOR;17;14;1;2;18;14;2;2;6%;0%;100%;0%
210675;210675 MIRANDA DO NORTE;16;12;2;2;17;13;2;2;6%;8%;0%;0%
210680;210680 MIRINZAL;18;14;2;2;13;8;3;2;-28%;-43%;50%;0%
210690;210690 MONCAO;16;12;1;3;21;15;4;2;31%;25%;300%;-33%
210700;210700 MONTES ALTOS;8;6;0;2;9;7;0;2;13%;17%;100%;0%
210710;210710 MORROS;18;15;1;2;19;14;2;3;6%;-7%;100%;50%
210720;210720 NINA RODRIGUES;10;8;1;1;13;10;1;2;30%;25%;0%;100%
210725;210725 NOVA COLINAS;8;5;2;1;8;5;2;1;0%;0%;0%;0%
210730;210730 NOVA IORQUE;6;4;0;2;6;4;1;1;0%;0%;100%;-50%
210735;210735 NOVA OLINDA DO MARANHAO;9;5;3;1;9;5;2;2;0%;0%;-33%;100%
210740;210740 OLHO D'AGUA DAS CUNHAS;10;8;0;2;13;10;1;2;30%;25%;100%;0%
210745;210745 OLINDA NOVA DO MARANHAO;16;13;1;2;18;14;2;2;13%;8%;100%;0%
210750;210750 PACO DO LUMIAR;41;23;15;3;55;27;24;4;34%;17%;60%;33%
210760;210760 PALMEIRANDIA;25;21;2;2;27;23;2;2;8%;10%;0%;0%
210770;210770 PARAIBANO;21;17;3;1;21;16;3;2;0%;-6%;0%;100%
210780;210780 PARNARAMA;17;11;3;3;24;15;6;3;41%;36%;100%;0%
210790;210790 PASSAGEM FRANCA;21;13;5;3;22;13;6;3;5%;0%;20%;0%
210800;210800 PASTOS BONS;25;18;5;2;28;18;6;4;12%;0%;20%;100%
210805;210805 PAULINO NEVES;9;7;0;2;13;10;1;2;44%;43%;100%;0%
210810;210810 PAULO RAMOS;9;7;1;1;15;12;1;2;67%;71%;0%;100%
210820;210820 PEDREIRAS;40;16;19;5;59;19;34;6;48%;19%;79%;20%
210825;210825 PEDRO DO ROSARIO;15;12;1;2;17;14;1;2;13%;17%;0%;0%
210830;210830 PENALVA;19;14;3;2;24;19;3;2;26%;36%;0%;0%
210840;210840 PERI MIRIM;10;8;0;2;12;10;0;2;20%;25%;100%;0%
210845;210845 PERITORO;11;8;0;3;13;8;2;3;18%;0%;100%;0%
210850;210850 PINDARE-MIRIM;25;20;4;1;24;20;2;2;-4%;0%;-50%;100%
210860;210860 PINHEIRO;51;29;14;8;74;42;24;8;45%;45%;71%;0%
210870;210870 PIO XII;16;14;0;2;18;14;2;2;13%;0%;100%;0%
210880;210880 PIRAPEMAS;16;11;2;3;18;14;2;2;13%;27%;0%;-33%
210890;210890 POCAO DE PEDRAS;17;12;3;2;18;11;5;2;6%;-8%;67%;0%
210900;210900 PORTO FRANCO;23;11;4;8;30;14;8;8;30%;27%;100%;0%
210905;210905 PORTO RICO DO MARANHAO;6;5;0;1;6;4;1;1;0%;-20%;100%;0%
210910;210910 PRESIDENTE DUTRA;42;18;19;5;60;22;33;5;43%;22%;74%;0%
210920;210920 PRESIDENTE JUSCELINO;8;6;0;2;9;6;1;2;13%;0%;100%;0%
210923;210923 PRESIDENTE MEDICI;6;5;0;1;6;4;0;2;0%;-20%;100%;100%
210927;210927 PRESIDENTE SARNEY;13;11;0;2;14;12;0;2;8%;9%;100%;0%
210930;210930 PRESIDENTE VARGAS;8;6;1;1;7;5;1;1;-13%;-17%;0%;0%
210940;210940 PRIMEIRA CRUZ;11;9;0;2;14;10;2;2;27%;11%;100%;0%
210945;210945 RAPOSA;14;7;4;3;14;8;3;3;0%;14%;-25%;0%
210950;210950 RIACHAO;10;6;2;2;13;8;3;2;30%;33%;50%;0%
210955;210955 RIBAMAR FIQUENE;8;6;0;2;11;8;1;2;38%;33%;100%;0%
210960;210960 ROSARIO;25;20;3;2;27;16;6;5;8%;-20%;100%;150%
210970;210970 SAMBAIBA;7;5;1;1;7;5;1;1;0%;0%;0%;0%
210975;210975 SANTA FILOMENA DO MARANHAO;7;5;1;1;8;6;1;1;14%;20%;0%;0%
210980;210980 SANTA HELENA;18;13;3;2;22;14;6;2;22%;8%;100%;0%
210990;210990 SANTA INES;72;30;38;4;87;32;51;4;21%;7%;34%;0%
211000;211000 SANTA LUZIA;36;32;2;2;36;31;3;2;0%;-3%;50%;0%
211003;211003 SANTA LUZIA DO PARUA;15;10;3;2;15;11;2;2;0%;10%;-33%;0%
211010;211010 SANTA QUITERIA DO MARANHAO;18;16;0;2;18;15;1;2;0%;-6%;100%;0%
211020;211020 SANTA RITA;34;27;5;2;40;32;4;4;18%;19%;-20%;100%
211023;211023 SANTANA DO MARANHAO;9;7;0;2;10;7;1;2;11%;0%;100%;0%
211027;211027 SANTO AMARO DO MARANHAO;11;9;0;2;12;10;0;2;9%;11%;100%;0%
211030;211030 SANTO ANTONIO DOS LOPES;13;9;3;1;15;9;4;2;15%;0%;33%;100%
211040;211040 SAO BENEDITO DO RIO PRETO;16;13;2;1;21;16;3;2;31%;23%;50%;100%
211050;211050 SAO BENTO;27;21;3;3;30;23;5;2;11%;10%;67%;-33%
211060;211060 SAO BERNARDO;15;12;1;2;20;15;3;2;33%;25%;200%;0%
211065;211065 SAO DOMINGOS DO AZEITAO;5;3;1;1;5;3;0;2;0%;0%;-100%;100%
211070;211070 SAO DOMINGOS DO MARANHAO;26;19;5;2;31;21;7;3;19%;11%;40%;50%
211080;211080 SAO FELIX DE BALSAS;5;3;1;1;6;4;1;1;20%;33%;0%;0%
211085;211085 SAO FRANCISCO DO BREJAO;9;7;0;2;10;8;0;2;11%;14%;100%;0%
211090;211090 SAO FRANCISCO DO MARANHAO;9;6;1;2;20;14;2;4;122%;133%;100%;100%
211100;211100 SAO JOAO BATISTA;14;11;1;2;14;10;2;2;0%;-9%;100%;0%
211102;211102 SAO JOAO DO CARU;8;6;0;2;8;6;0;2;0%;0%;100%;0%
211105;211105 SAO JOAO DO PARAISO;11;8;1;2;11;7;2;2;0%;-13%;100%;0%
211107;211107 SAO JOAO DO SOTER;16;11;2;3;27;17;7;3;69%;55%;250%;0%
211110;211110 SAO JOAO DOS PATOS;36;14;19;3;30;14;13;3;-17%;0%;-32%;0%
211120;211120 SAO JOSE DE RIBAMAR;60;45;10;5;93;55;31;7;55%;22%;210%;40%
211125;211125 SAO JOSE DOS BASILIOS;12;10;1;1;12;10;0;2;0%;0%;-100%;100%
211130;211130 SAO LUIS;1143;461;604;78;1646;492;1076;78;44%;7%;78%;0%
211140;211140 SAO LUIS GONZAGA DO MARANHAO;16;14;0;2;19;15;2;2;19%;7%;100%;0%
211150;211150 SAO MATEUS DO MARANHAO;15;9;4;2;23;11;9;3;53%;22%;125%;50%
211153;211153 SAO PEDRO DA AGUA BRANCA;6;3;0;3;13;9;1;3;117%;200%;100%;0%
211157;211157 SAO PEDRO DOS CRENTES;6;4;0;2;13;10;1;2;117%;150%;100%;0%
211160;211160 SAO RAIMUNDO DAS MANGABEIRAS;12;8;1;3;19;12;4;3;58%;50%;300%;0%
211163;211163 SAO RAIMUNDO DO DOCA BEZERRA;8;6;1;1;8;6;0;2;0%;0%;-100%;100%
211167;211167 SAO ROBERTO;4;3;0;1;7;6;0;1;75%;100%;100%;0%
211170;211170 SAO VICENTE FERRER;17;14;1;2;20;16;2;2;18%;14%;100%;0%
211172;211172 SATUBINHA;9;7;0;2;13;10;1;2;44%;43%;100%;0%
211174;211174 SENADOR ALEXANDRE COSTA;9;6;2;1;10;8;0;2;11%;33%;-100%;100%
211176;211176 SENADOR LA ROCQUE;13;11;1;1;16;14;1;1;23%;27%;0%;0%
211178;211178 SERRANO DO MARANHAO;11;9;0;2;12;8;2;2;9%;-11%;100%;0%
211180;211180 SITIO NOVO;14;10;1;3;16;13;0;3;14%;30%;-100%;0%
211190;211190 SUCUPIRA DO NORTE;8;6;0;2;9;6;1;2;13%;0%;100%;0%
211195;211195 SUCUPIRA DO RIACHAO;8;5;1;2;8;6;0;2;0%;20%;-100%;0%
211200;211200 TASSO FRAGOSO;10;7;1;2;11;8;1;2;10%;14%;0%;0%
211210;211210 TIMBIRAS;14;8;3;3;19;10;6;3;36%;25%;100%;0%
211220;211220 TIMON;91;49;31;11;110;60;39;11;21%;22%;26%;0%
211223;211223 TRIZIDELA DO VALE;13;11;0;2;22;18;2;2;69%;64%;100%;0%
211227;211227 TUFILANDIA;14;12;0;2;11;9;0;2;-21%;-25%;100%;0%
211230;211230 TUNTUM;34;21;5;8;35;21;5;9;3%;0%;0%;13%
211240;211240 TURIACU;21;19;0;2;21;16;2;3;0%;-16%;100%;50%
211245;211245 TURILANDIA;12;11;0;1;16;10;4;2;33%;-9%;100%;100%
211250;211250 TUTOIA;27;20;5;2;37;26;9;2;37%;30%;80%;0%
211260;211260 URBANO SANTOS;15;13;0;2;16;14;0;2;7%;8%;100%;0%
211270;211270 VARGEM GRANDE;23;19;2;2;25;20;3;2;9%;5%;50%;0%
211280;211280 VIANA;35;27;5;3;38;27;8;3;9%;0%;60%;0%
211285;211285 VILA NOVA DOS MARTIRIOS;7;4;0;3;13;10;0;3;86%;150%;100%;0%
211290;211290 VITORIA DO MEARIM;18;13;3;2;25;16;7;2;39%;23%;133%;0%
211300;211300 VITORINO FREIRE;22;18;2;2;26;18;6;2;18%;0%;200%;0%
211400;211400 ZE DOCA;24;18;3;3;29;22;5;2;21%;22%;67%;-33%
220005;220005 ACAUA;6;4;1;1;8;5;2;1;33%;25%;100%;0%
220010;220010 AGRICOLANDIA;10;6;3;1;11;7;3;1;10%;17%;0%;0%
220020;220020 AGUA BRANCA;17;9;5;3;23;12;8;3;35%;33%;60%;0%
220025;220025 ALAGOINHA DO PIAUI;8;5;2;1;10;7;2;1;25%;40%;0%;0%
220027;220027 ALEGRETE DO PIAUI;7;5;1;1;7;5;1;1;0%;0%;0%;0%
220030;220030 ALTO LONGA;9;7;1;1;9;7;1;1;0%;0%;0%;0%
220040;220040 ALTOS;26;18;4;4;35;21;10;4;35%;17%;150%;0%
220045;220045 ALVORADA DO GURGUEIA;6;4;1;1;8;6;1;1;33%;50%;0%;0%
220050;220050 AMARANTE;24;16;5;3;31;22;6;3;29%;38%;20%;0%
220060;220060 ANGICAL DO PIAUI;15;8;5;2;16;10;4;2;7%;25%;-20%;0%
220070;220070 ANISIO DE ABREU;6;2;2;2;6;2;2;2;0%;0%;0%;0%
220080;220080 ANTONIO ALMEIDA;3;2;0;1;4;2;1;1;33%;0%;100%;0%
220090;220090 AROAZES;8;5;2;1;10;6;3;1;25%;20%;50%;0%
220095;220095 AROEIRAS DO ITAIM;6;4;1;1;8;5;2;1;33%;25%;100%;0%
220100;220100 ARRAIAL;8;4;2;2;10;5;3;2;25%;25%;50%;0%
220105;220105 ASSUNCAO DO PIAUI;8;6;1;1;9;8;0;1;13%;33%;-100%;0%
220110;220110 AVELINO LOPES;10;6;3;1;16;9;5;2;60%;50%;67%;100%
220115;220115 BAIXA GRANDE DO RIBEIRO;8;5;2;1;12;9;2;1;50%;80%;0%;0%
220117;220117 BARRA D'ALCANTARA;3;1;1;1;3;1;1;1;0%;0%;0%;0%
220120;220120 BARRAS;45;24;16;5;53;27;21;5;18%;13%;31%;0%
220130;220130 BARREIRAS DO PIAUI;4;3;0;1;4;3;0;1;0%;0%;100%;0%
220140;220140 BARRO DURO;7;4;2;1;8;5;2;1;14%;25%;0%;0%
220150;220150 BATALHA;25;19;5;1;27;19;6;2;8%;0%;20%;100%
220155;220155 BELA VISTA DO PIAUI;4;2;1;1;5;2;2;1;25%;0%;100%;0%
220157;220157 BELEM DO PIAUI;5;3;1;1;5;3;1;1;0%;0%;0%;0%
220160;220160 BENEDITINOS;13;10;2;1;22;17;3;2;69%;70%;50%;100%
220170;220170 BERTOLINIA;11;6;2;3;13;6;4;3;18%;0%;100%;0%
220173;220173 BETANIA DO PIAUI;7;5;1;1;7;5;1;1;0%;0%;0%;0%
220177;220177 BOA HORA;5;3;1;1;5;3;1;1;0%;0%;0%;0%
220180;220180 BOCAINA;14;9;3;2;15;10;3;2;7%;11%;0%;0%
220190;220190 BOM JESUS;30;11;14;5;33;13;15;5;10%;18%;7%;0%
220191;220191 BOM PRINCIPIO DO PIAUI;6;2;2;2;8;4;2;2;33%;100%;0%;0%
220192;220192 BONFIM DO PIAUI;4;2;1;1;4;2;1;1;0%;0%;0%;0%
220194;220194 BOQUEIRAO DO PIAUI;7;5;1;1;7;5;1;1;0%;0%;0%;0%
220196;220196 BRASILEIRA;9;6;2;1;8;5;3;0;-11%;-17%;50%;-100%
220198;220198 BREJO DO PIAUI;2;1;0;1;4;2;1;1;100%;100%;100%;0%
220200;220200 BURITI DOS LOPES;17;9;6;2;22;11;8;3;29%;22%;33%;50%
220202;220202 BURITI DOS MONTES;8;5;2;1;8;5;2;1;0%;0%;0%;0%
220205;220205 CABECEIRAS DO PIAUI;7;5;1;1;11;9;1;1;57%;80%;0%;0%
220207;220207 CAJAZEIRAS DO PIAUI;7;4;1;2;8;5;1;2;14%;25%;0%;0%
220208;220208 CAJUEIRO DA PRAIA;7;5;0;2;10;7;1;2;43%;40%;100%;0%
