ID;codmun6num;municipnascanomalia;anomcong2014;anomcong2015;anomcong2016;anomcong2017;anomcong2018;anomcong2019;anomcong2020;anomcong2021;anomcong2022;anomcong2023
mun4314;420020;420020 AGROLANDIA;1;3;1;-;2;-;1;3;-;3
mun4315;420030;420030 AGRONOMICA;-;-;-;-;-;-;2;-;-;-
mun4316;420040;420040 AGUA DOCE;-;-;1;4;-;1;1;-;1;1
mun4317;420050;420050 AGUAS DE CHAPECO;-;1;-;-;1;1;1;1;-;1
mun4318;420055;420055 AGUAS FRIAS;-;-;-;1;-;-;-;-;-;-
mun4319;420060;420060 AGUAS MORNAS;1;-;3;1;-;2;1;2;1;1
mun4320;420070;420070 ALFREDO WAGNER;1;2;1;2;1;1;1;2;1;-
mun4321;420075;420075 ALTO BELA VISTA;-;-;2;-;-;-;-;-;-;-
mun4322;420080;420080 ANCHIETA;-;1;2;1;-;-;-;1;1;-
mun4323;420090;420090 ANGELINA;-;1;1;-;-;-;-;1;-;-
mun4324;420100;420100 ANITA GARIBALDI;2;1;1;2;1;1;-;-;1;3
mun4325;420110;420110 ANITAPOLIS;-;1;-;1;2;2;1;-;1;-
mun4326;420120;420120 ANTONIO CARLOS;2;2;-;4;-;2;-;1;2;2
mun4327;420125;420125 APIUNA;2;1;1;-;3;-;1;-;2;-
mun4328;420127;420127 ARABUTA;1;1;1;-;1;-;2;1;-;1
mun4329;420130;420130 ARAQUARI;1;2;5;8;7;3;8;6;6;3
mun4330;420140;420140 ARARANGUA;8;10;5;8;6;6;6;5;4;4
mun4331;420150;420150 ARMAZEM;-;-;1;1;-;2;-;-;-;-
mun4332;420160;420160 ARROIO TRINTA;-;-;-;-;-;1;3;-;-;-
mun4333;420165;420165 ARVOREDO;-;-;-;-;-;-;-;-;1;-
mun4334;420170;420170 ASCURRA;1;-;-;-;-;-;2;1;1;1
mun4335;420180;420180 ATALANTA;-;-;-;3;-;1;-;2;1;2
mun4336;420190;420190 AURORA;-;-;1;1;-;1;-;-;-;2
mun4337;420195;420195 BALNEARIO ARROIO DO SILVA;2;-;1;1;1;-;-;-;-;-
mun4338;420200;420200 BALNEARIO CAMBORIU;8;9;2;6;9;16;9;17;16;17
mun4339;420205;420205 BALNEARIO BARRA DO SUL;2;2;1;2;2;1;1;-;2;-
mun4340;420207;420207 BALNEARIO GAIVOTA;-;-;-;2;-;-;1;-;-;2
mun4341;420208;420208 BANDEIRANTE;-;-;-;-;-;-;2;-;-;-
mun4342;420209;420209 BARRA BONITA;-;-;1;-;-;-;-;-;1;-
mun4343;420210;420210 BARRA VELHA;4;3;4;5;5;3;1;4;3;4
mun4344;420213;420213 BELA VISTA DO TOLDO;-;-;-;-;1;-;2;1;1;2
mun4345;420215;420215 BELMONTE;-;-;-;-;-;-;-;1;-;-
mun4346;420220;420220 BENEDITO NOVO;1;-;-;1;1;-;-;-;2;1
mun4347;420230;420230 BIGUACU;16;18;7;21;11;16;13;8;7;5
mun4348;420240;420240 BLUMENAU;45;23;36;38;33;23;28;38;34;44
mun4349;420243;420243 BOCAINA DO SUL;3;-;-;1;-;-;-;-;-;1
mun4350;420245;420245 BOMBINHAS;2;1;1;2;2;3;2;3;1;3
mun4351;420250;420250 BOM JARDIM DA SERRA;1;-;-;-;1;1;1;-;1;-
mun4352;420253;420253 BOM JESUS;1;-;1;-;1;1;1;-;-;-
mun4353;420257;420257 BOM JESUS DO OESTE;-;-;-;-;-;-;-;1;1;-
mun4354;420260;420260 BOM RETIRO;2;1;-;1;1;-;1;1;-;-
mun4355;420270;420270 BOTUVERA;1;-;-;1;2;-;2;3;-;1
mun4356;420280;420280 BRACO DO NORTE;3;3;4;3;4;4;4;5;5;4
mun4357;420285;420285 BRACO DO TROMBUDO;-;1;-;1;1;1;-;-;-;1
mun4358;420287;420287 BRUNOPOLIS;-;1;-;-;1;-;1;-;-;-
mun4359;420290;420290 BRUSQUE;12;9;8;16;15;15;15;13;10;16
mun4360;420300;420300 CACADOR;18;10;20;15;15;10;13;10;11;9
mun4361;420310;420310 CAIBI;-;-;-;-;-;-;-;1;-;1
mun4362;420315;420315 CALMON;1;-;1;-;1;-;3;1;-;-
mun4363;420320;420320 CAMBORIU;8;6;2;10;5;12;20;13;14;10
mun4364;420325;420325 CAPAO ALTO;-;-;-;-;-;-;-;2;-;1
mun4365;420330;420330 CAMPO ALEGRE;-;-;-;-;1;-;2;1;2;2
mun4366;420340;420340 CAMPO BELO DO SUL;1;-;2;1;-;-;-;2;1;1
mun4367;420350;420350 CAMPO ERE;2;4;-;1;1;1;1;-;2;4
mun4368;420360;420360 CAMPOS NOVOS;6;2;5;6;4;5;4;2;7;2
mun4369;420370;420370 CANELINHA;1;-;2;-;-;5;2;1;2;-
mun4370;420380;420380 CANOINHAS;4;1;6;1;4;1;3;5;-;5
mun4371;420390;420390 CAPINZAL;4;1;-;4;1;2;5;6;2;2
mun4372;420395;420395 CAPIVARI DE BAIXO;1;1;3;-;2;4;1;1;1;1
mun4373;420400;420400 CATANDUVAS;-;1;3;3;3;3;1;1;1;-
mun4374;420410;420410 CAXAMBU DO SUL;-;1;-;-;1;3;-;-;1;-
mun4375;420415;420415 CELSO RAMOS;-;1;-;-;-;1;-;-;-;-
mun4376;420417;420417 CERRO NEGRO;-;2;1;2;-;-;1;-;-;-
mun4377;420419;420419 CHAPADAO DO LAGEADO;1;2;1;-;-;1;-;-;2;-
mun4378;420420;420420 CHAPECO;35;36;43;37;36;49;66;55;53;39
mun4379;420425;420425 COCAL DO SUL;5;2;2;-;1;1;7;2;1;1
mun4380;420430;420430 CONCORDIA;10;16;11;15;18;20;11;21;17;14
mun4381;420435;420435 CORDILHEIRA ALTA;-;2;2;2;-;-;-;2;-;1
mun4382;420440;420440 CORONEL FREITAS;-;-;2;2;-;1;1;-;1;-
mun4383;420445;420445 CORONEL MARTINS;-;-;1;-;-;-;-;-;-;-
mun4384;420450;420450 CORUPA;-;2;2;3;-;1;1;-;-;1
mun4385;420455;420455 CORREIA PINTO;1;1;4;2;1;1;2;2;1;3
mun4386;420460;420460 CRICIUMA;27;17;20;19;18;27;27;25;28;29
mun4387;420470;420470 CUNHA PORA;1;-;1;2;1;3;1;-;1;1
mun4388;420475;420475 CUNHATAI;-;-;-;-;-;-;-;-;2;-
mun4389;420480;420480 CURITIBANOS;3;5;-;3;2;1;4;1;4;2
mun4390;420490;420490 DESCANSO;1;1;-;-;2;-;1;-;2;1
mun4391;420500;420500 DIONISIO CERQUEIRA;-;2;-;-;6;2;4;1;1;5
mun4392;420510;420510 DONA EMMA;1;-;-;1;1;-;1;-;1;-
mun4393;420515;420515 DOUTOR PEDRINHO;-;1;-;1;-;-;-;-;1;-
mun4394;420517;420517 ENTRE RIOS;-;1;-;1;-;-;1;1;-;1
mun4395;420519;420519 ERMO;-;-;-;-;2;1;-;-;-;-
mun4396;420520;420520 ERVAL VELHO;1;1;1;2;1;1;-;-;-;1
mun4397;420530;420530 FAXINAL DOS GUEDES;1;-;2;-;1;1;-;1;3;-
mun4398;420535;420535 FLOR DO SERTAO;-;-;1;-;-;-;-;-;-;-
mun4399;420540;420540 FLORIANOPOLIS;111;74;69;81;68;77;79;81;89;70
mun4400;420543;420543 FORMOSA DO SUL;-;1;-;-;-;-;1;-;-;1
mun4401;420545;420545 FORQUILHINHA;6;2;2;6;3;7;6;3;4;7
mun4402;420550;420550 FRAIBURGO;1;2;3;8;8;5;4;3;7;-
mun4404;420560;420560 GALVAO;-;-;-;-;-;1;1;-;-;-
mun4405;420570;420570 GAROPABA;3;3;1;2;3;1;3;2;2;2
mun4406;420580;420580 GARUVA;4;3;1;3;1;-;1;3;3;-
mun4407;420590;420590 GASPAR;3;8;6;9;8;7;6;9;9;12
mun4408;420600;420600 GOVERNADOR CELSO RAMOS;-;2;3;-;-;2;5;2;3;1
mun4409;420610;420610 GRAO PARA;-;-;-;1;-;-;-;1;1;-
mun4410;420620;420620 GRAVATAL;1;1;4;-;-;-;-;-;-;2
mun4411;420630;420630 GUABIRUBA;1;2;4;3;4;2;-;3;4;2
mun4412;420640;420640 GUARACIABA;1;-;-;-;1;-;1;2;1;1
mun4413;420650;420650 GUARAMIRIM;-;2;2;7;2;3;3;-;1;3
mun4414;420660;420660 GUARUJA DO SUL;-;-;-;-;2;-;-;-;-;-
mun4415;420665;420665 GUATAMBU;2;1;-;1;1;-;1;-;3;-
mun4416;420670;420670 HERVAL D'OESTE;2;3;2;6;4;3;1;1;3;2
mun4418;420680;420680 IBICARE;-;1;-;-;-;-;-;1;-;-
mun4419;420690;420690 IBIRAMA;1;3;4;2;1;1;-;2;1;-
mun4420;420700;420700 ICARA;7;8;7;8;5;7;7;5;9;5
mun4421;420710;420710 ILHOTA;2;1;1;4;2;2;1;2;2;1
mun4422;420720;420720 IMARUI;4;1;1;4;-;1;2;-;1;2
mun4423;420730;420730 IMBITUBA;5;4;7;4;11;5;6;2;4;5
mun4424;420740;420740 IMBUIA;1;-;1;-;2;2;2;-;2;1
mun4425;420750;420750 INDAIAL;8;5;5;11;10;5;16;12;12;11
mun4426;420757;420757 IOMERE;-;1;1;1;-;-;-;-;-;1
mun4427;420760;420760 IPIRA;1;-;-;-;1;1;-;2;-;1
mun4428;420765;420765 IPORA DO OESTE;-;2;-;2;1;2;-;-;1;-
mun4429;420768;420768 IPUACU;1;1;3;1;-;3;1;3;-;-
mun4430;420770;420770 IPUMIRIM;1;2;1;2;1;1;3;1;1;2
mun4431;420775;420775 IRACEMINHA;-;1;-;1;-;1;1;2;-;1
mun4432;420780;420780 IRANI;2;2;1;-;2;3;-;-;1;1
mun4433;420785;420785 IRATI;-;-;-;-;1;-;-;-;-;-
mun4434;420790;420790 IRINEOPOLIS;1;-;1;2;-;1;-;1;1;2
mun4435;420800;420800 ITA;-;-;2;1;1;-;-;1;1;3
mun4436;420810;420810 ITAIOPOLIS;1;2;1;3;-;-;1;1;1;2
mun4437;420820;420820 ITAJAI;35;47;28;25;29;41;29;33;35;78
mun4438;420830;420830 ITAPEMA;4;10;4;4;9;8;7;12;11;11
mun4439;420840;420840 ITAPIRANGA;1;-;1;-;1;3;1;1;2;5
mun4440;420845;420845 ITAPOA;2;3;2;1;-;3;5;-;-;1
mun4441;420850;420850 ITUPORANGA;3;1;5;5;8;7;7;4;5;3
mun4442;420860;420860 JABORA;-;1;1;-;-;-;1;-;1;-
mun4443;420870;420870 JACINTO MACHADO;-;2;2;1;1;1;1;2;1;-
mun4444;420880;420880 JAGUARUNA;1;1;-;2;2;1;2;-;1;1
mun4445;420890;420890 JARAGUA DO SUL;17;10;18;15;23;13;10;10;13;14
mun4446;420895;420895 JARDINOPOLIS;-;-;-;-;1;-;-;-;-;-
mun4447;420900;420900 JOACABA;2;3;6;2;6;4;3;4;10;-
mun4448;420910;420910 JOINVILLE;75;96;69;55;58;65;60;66;51;62
mun4449;420915;420915 JOSE BOITEUX;2;2;-;-;-;1;2;1;1;2
mun4450;420917;420917 JUPIA;-;-;-;-;1;-;-;1;-;-
mun4451;420920;420920 LACERDOPOLIS;-;-;-;2;-;-;1;-;-;-
mun4452;420930;420930 LAGES;23;30;25;18;20;17;18;19;15;19
mun4453;420940;420940 LAGUNA;2;5;2;10;2;4;4;3;5;2
mun4454;420945;420945 LAJEADO GRANDE;-;-;-;-;-;1;-;-;1;-
mun4455;420950;420950 LAURENTINO;-;1;2;1;1;1;3;2;1;1
mun4456;420960;420960 LAURO MULLER;1;-;3;-;3;1;-;-;5;4
mun4457;420970;420970 LEBON REGIS;1;2;2;-;-;4;5;-;2;-
mun4458;420980;420980 LEOBERTO LEAL;-;-;-;-;-;1;-;2;1;2
mun4459;420985;420985 LINDOIA DO SUL;1;-;2;-;-;-;-;1;1;-
mun4460;420990;420990 LONTRAS;2;-;1;2;5;1;1;1;5;2
mun4461;421000;421000 LUIZ ALVES;-;2;2;2;3;1;-;-;2;3
mun4462;421003;421003 LUZERNA;1;1;1;-;2;3;1;1;1;-
mun4463;421005;421005 MACIEIRA;1;-;-;-;-;-;-;-;-;2
mun4464;421010;421010 MAFRA;6;4;6;8;3;4;3;2;1;4
mun4465;421020;421020 MAJOR GERCINO;-;-;-;1;-;-;-;-;-;1
mun4466;421030;421030 MAJOR VIEIRA;-;1;1;1;1;1;-;-;1;1
mun4467;421040;421040 MARACAJA;2;-;3;-;2;1;-;1;-;-
mun4468;421050;421050 MARAVILHA;-;3;5;2;3;3;3;6;5;2
mun4469;421055;421055 MAREMA;-;-;1;1;-;-;1;-;-;-
mun4470;421060;421060 MASSARANDUBA;1;-;2;2;-;1;1;1;-;2
mun4471;421070;421070 MATOS COSTA;-;-;-;-;-;-;1;-;-;-
mun4472;421080;421080 MELEIRO;1;-;-;1;-;-;1;-;-;1
mun4473;421085;421085 MIRIM DOCE;-;-;-;-;-;-;-;2;-;-
mun4474;421090;421090 MODELO;-;-;1;1;-;2;-;-;-;-
mun4475;421100;421100 MONDAI;1;2;3;2;-;2;1;2;1;-
mun4476;421105;421105 MONTE CARLO;-;-;1;-;-;-;-;-;1;-
mun4477;421110;421110 MONTE CASTELO;1;1;-;-;1;1;-;1;-;-
mun4478;421120;421120 MORRO DA FUMACA;1;8;1;3;-;1;-;3;3;1
mun4479;421125;421125 MORRO GRANDE;-;-;-;-;-;1;-;-;-;-
mun4480;421130;421130 NAVEGANTES;11;9;11;9;9;5;8;11;9;9
mun4481;421140;421140 NOVA ERECHIM;1;1;-;1;-;3;-;-;-;-
mun4482;421145;421145 NOVA ITABERABA;-;-;2;-;-;-;-;-;-;1
mun4483;421150;421150 NOVA TRENTO;-;2;3;1;-;1;2;1;1;-
mun4484;421160;421160 NOVA VENEZA;2;2;2;-;-;3;-;-;-;2
mun4485;421165;421165 NOVO HORIZONTE;1;-;1;1;-;-;-;-;1;-
mun4486;421170;421170 ORLEANS;1;2;2;3;1;2;3;2;2;3
mun4487;421175;421175 OTACILIO COSTA;4;5;4;2;7;2;3;6;1;1
mun4488;421180;421180 OURO;1;-;-;-;-;-;1;1;1;2
mun4489;421185;421185 OURO VERDE;-;1;-;-;-;-;-;-;-;1
mun4490;421187;421187 PAIAL;1;-;-;-;-;-;-;-;-;-
mun4491;421189;421189 PAINEL;1;-;1;-;-;-;-;-;-;-
mun4492;421190;421190 PALHOCA;38;34;43;28;16;25;22;24;31;14
mun4493;421200;421200 PALMA SOLA;2;-;1;-;1;1;-;2;-;3
mun4494;421205;421205 PALMEIRA;1;1;1;-;-;-;1;-;1;-
mun4495;421210;421210 PALMITOS;-;2;2;3;1;2;6;2;3;2
mun4496;421220;421220 PAPANDUVA;-;-;2;-;1;3;3;1;3;2
mun4497;421223;421223 PARAISO;1;-;-;1;1;1;-;2;2;-
mun4498;421225;421225 PASSO DE TORRES;3;1;2;1;2;1;1;-;-;2
mun4499;421227;421227 PASSOS MAIA;-;1;-;-;-;1;-;-;1;2
mun4500;421230;421230 PAULO LOPES;2;-;-;-;1;-;-;-;-;1
mun4501;421240;421240 PEDRAS GRANDES;1;-;1;-;-;-;-;-;1;-
mun4502;421250;421250 PENHA;3;5;2;3;3;3;-;-;3;1
mun4503;421260;421260 PERITIBA;-;1;-;-;-;1;1;-;-;-
mun4504;421265;421265 PESCARIA BRAVA;3;3;5;-;1;1;2;1;-;-
mun4505;421270;421270 PETROLANDIA;1;1;4;1;1;1;-;-;-;1
mun4506;421280;421280 BALNEARIO PICARRAS;2;2;2;4;3;-;5;-;3;1
mun4507;421290;421290 PINHALZINHO;4;2;2;1;-;3;2;1;3;5
mun4508;421300;421300 PINHEIRO PRETO;-;-;-;-;-;-;-;-;1;1
mun4509;421310;421310 PIRATUBA;-;-;1;2;1;-;2;2;2;-
mun4510;421315;421315 PLANALTO ALEGRE;-;-;-;-;-;-;-;1;-;-
mun4511;421320;421320 POMERODE;1;4;4;1;6;3;1;1;1;7
mun4512;421330;421330 PONTE ALTA;1;1;-;3;-;-;-;1;1;1
mun4513;421335;421335 PONTE ALTA DO NORTE;-;1;-;-;-;1;-;-;-;-
mun4514;421340;421340 PONTE SERRADA;-;1;3;3;-;1;1;2;3;1
mun4515;421350;421350 PORTO BELO;2;1;-;1;2;3;-;5;1;1
mun4516;421360;421360 PORTO UNIAO;5;2;-;-;2;2;2;3;2;2
mun4517;421370;421370 POUSO REDONDO;-;2;2;3;7;2;2;4;3;3
mun4518;421380;421380 PRAIA GRANDE;1;-;-;-;-;-;2;-;-;-
mun4519;421390;421390 PRESIDENTE CASTELLO BRANCO;-;-;-;1;-;-;1;-;-;-
mun4520;421400;421400 PRESIDENTE GETULIO;2;3;2;1;-;5;3;2;3;5
mun4521;421410;421410 PRESIDENTE NEREU;-;1;-;-;-;1;-;-;-;-
mun4522;421415;421415 PRINCESA;1;-;2;-;-;-;-;-;-;-
mun4523;421420;421420 QUILOMBO;3;1;1;-;3;-;1;1;2;-
mun4524;421430;421430 RANCHO QUEIMADO;-;-;3;-;-;-;-;-;1;-
mun4525;421440;421440 RIO DAS ANTAS;2;3;1;1;-;-;-;1;-;-
mun4526;421450;421450 RIO DO CAMPO;-;1;1;-;2;1;-;1;2;1
mun4527;421460;421460 RIO DO OESTE;-;1;-;-;1;-;-;1;2;2
mun4528;421470;421470 RIO DOS CEDROS;1;2;-;-;-;-;1;-;-;1
mun4529;421480;421480 RIO DO SUL;6;7;9;12;11;8;13;21;9;11
mun4530;421490;421490 RIO FORTUNA;1;1;-;2;-;-;1;1;1;1
mun4531;421500;421500 RIO NEGRINHO;3;2;5;3;2;2;2;2;3;3
mun4532;421505;421505 RIO RUFINO;1;1;1;-;1;-;-;-;-;1
mun4533;421507;421507 RIQUEZA;-;-;1;-;-;-;-;1;-;-
mun4534;421510;421510 RODEIO;1;1;-;-;-;1;1;1;2;2
mun4535;421520;421520 ROMELANDIA;-;1;-;-;-;1;1;-;2;1
mun4536;421530;421530 SALETE;1;3;1;1;-;-;-;1;2;1
mun4537;421535;421535 SALTINHO;1;1;1;1;-;-;-;-;-;2
mun4538;421540;421540 SALTO VELOSO;-;-;-;1;1;3;-;-;1;1
mun4539;421545;421545 SANGAO;3;4;6;3;1;-;4;2;-;1
mun4540;421550;421550 SANTA CECILIA;2;2;1;3;-;-;2;-;3;-
mun4541;421555;421555 SANTA HELENA;-;-;-;-;-;-;1;1;-;-
mun4542;421560;421560 SANTA ROSA DE LIMA;-;-;-;-;-;-;-;-;-;1
mun4543;421565;421565 SANTA ROSA DO SUL;1;-;-;2;2;-;1;1;1;2
mun4544;421567;421567 SANTA TEREZINHA;-;-;-;2;-;-;-;1;1;-
mun4545;421568;421568 SANTA TEREZINHA DO PROGRESSO;-;-;1;-;-;-;-;1;-;-
mun4547;421570;421570 SANTO AMARO DA IMPERATRIZ;7;1;5;5;2;2;5;8;6;2
mun4548;421575;421575 SAO BERNARDINO;-;-;-;2;-;-;-;1;1;-
mun4549;421580;421580 SAO BENTO DO SUL;16;17;11;7;6;9;8;11;13;7
mun4550;421590;421590 SAO BONIFACIO;-;1;1;-;1;1;1;-;-;-
mun4551;421600;421600 SAO CARLOS;1;1;1;1;2;1;2;1;1;-
mun4552;421605;421605 SAO CRISTOVAO DO SUL;-;-;1;-;-;1;-;-;-;-
mun4553;421610;421610 SAO DOMINGOS;1;1;1;3;-;3;2;-;-;2
mun4554;421620;421620 SAO FRANCISCO DO SUL;11;4;6;8;2;1;2;4;8;3
mun4555;421625;421625 SAO JOAO DO OESTE;-;-;-;-;1;-;1;-;-;1
mun4556;421630;421630 SAO JOAO BATISTA;4;3;3;2;3;4;3;2;2;4
mun4557;421635;421635 SAO JOAO DO ITAPERIU;-;-;-;-;-;1;-;-;2;-
mun4558;421640;421640 SAO JOAO DO SUL;1;-;-;1;-;1;1;-;1;-
mun4559;421650;421650 SAO JOAQUIM;1;1;2;-;1;3;1;2;2;4
mun4560;421660;421660 SAO JOSE;56;43;39;31;45;31;41;30;29;23
mun4561;421670;421670 SAO JOSE DO CEDRO;2;2;2;-;3;3;3;-;1;1
mun4562;421680;421680 SAO JOSE DO CERRITO;-;1;-;1;-;1;2;1;1;2
mun4563;421690;421690 SAO LOURENCO DO OESTE;1;6;-;4;3;2;2;6;2;7
mun4564;421700;421700 SAO LUDGERO;1;-;1;-;-;1;1;1;-;1
mun4565;421710;421710 SAO MARTINHO;-;-;-;-;-;1;-;-;1;1
mun4566;421715;421715 SAO MIGUEL DA BOA VISTA;-;-;-;2;-;-;-;-;1;-
mun4567;421720;421720 SAO MIGUEL DO OESTE;2;1;4;7;3;1;4;6;3;6
mun4568;421725;421725 SAO PEDRO DE ALCANTARA;-;1;-;-;-;-;-;-;-;1
mun4569;421730;421730 SAUDADES;-;2;1;-;-;1;-;2;-;-
mun4570;421740;421740 SCHROEDER;2;1;2;1;2;3;4;2;1;1
mun4571;421750;421750 SEARA;1;2;2;-;2;2;2;1;6;1
mun4572;421755;421755 SERRA ALTA;-;-;1;2;1;1;1;-;-;1
mun4573;421760;421760 SIDEROPOLIS;2;-;1;1;-;2;2;3;1;1
mun4574;421770;421770 SOMBRIO;3;4;5;3;2;2;2;2;2;2
mun4575;421775;421775 SUL BRASIL;-;1;-;-;-;1;-;-;-;-
mun4576;421780;421780 TAIO;3;3;1;4;5;1;-;6;6;4
mun4577;421790;421790 TANGARA;-;1;1;1;2;-;-;2;1;1
mun4578;421795;421795 TIGRINHOS;-;-;-;-;-;1;-;-;-;-
mun4579;421800;421800 TIJUCAS;5;4;3;6;7;7;10;9;5;7
mun4580;421810;421810 TIMBE DO SUL;-;-;1;-;-;-;-;3;1;1
mun4581;421820;421820 TIMBO;-;1;2;3;6;3;6;2;6;4
mun4582;421825;421825 TIMBO GRANDE;-;4;-;-;1;1;-;1;2;1
mun4583;421830;421830 TRES BARRAS;1;1;4;-;-;-;2;2;2;2
mun4584;421835;421835 TREVISO;-;-;-;-;1;-;-;-;-;1
mun4585;421840;421840 TREZE DE MAIO;-;1;1;-;3;1;-;1;1;1
mun4586;421850;421850 TREZE TILIAS;-;1;1;-;-;1;-;1;1;1
mun4587;421860;421860 TROMBUDO CENTRAL;2;1;1;1;-;2;-;1;-;4
mun4588;421870;421870 TUBARAO;11;13;13;15;20;7;6;6;8;10
mun4589;421875;421875 TUNAPOLIS;1;1;-;-;-;-;1;1;1;-
mun4590;421880;421880 TURVO;-;1;1;2;2;4;2;2;-;1
mun4592;421890;421890 URUBICI;-;-;1;4;1;-;-;2;-;1
mun4593;421895;421895 URUPEMA;-;-;-;-;1;-;-;-;1;-
mun4594;421900;421900 URUSSANGA;2;3;-;2;3;1;2;1;5;5
mun4595;421910;421910 VARGEAO;-;1;1;1;1;-;-;1;-;-
mun4596;421915;421915 VARGEM;-;-;-;-;-;1;2;-;-;-
mun4597;421917;421917 VARGEM BONITA;-;-;1;1;2;2;-;-;1;-
mun4598;421920;421920 VIDAL RAMOS;-;1;-;-;-;-;1;2;-;1
mun4599;421930;421930 VIDEIRA;6;10;1;7;3;6;10;5;5;8
mun4600;421935;421935 VITOR MEIRELES;3;1;-;1;1;3;2;2;2;-
mun4601;421940;421940 WITMARSUM;-;-;-;-;-;-;3;-;-;1
mun4602;421950;421950 XANXERE;5;4;9;3;5;9;12;4;7;8
mun4603;421960;421960 XAVANTINA;-;-;-;-;2;-;1;-;-;1
mun4604;421970;421970 XAXIM;4;6;4;2;3;4;5;6;4;3
mun4605;421985;421985 ZORTEA;-;-;1;-;-;-;-;1;-;-
mun4606;422000;422000 BALNEARIO RINCAO;1;1;-;1;1;2;3;3;3;1
mun4607;430003;430003 ACEGUA;-;-;1;-;2;1;1;-;-;-
mun4608;430005;430005 AGUA SANTA;-;1;2;-;-;1;2;-;-;1
mun4609;430010;430010 AGUDO;5;-;2;1;1;2;2;2;5;3
mun4610;430020;430020 AJURICABA;1;-;-;-;3;1;1;-;3;1
mun4611;430030;430030 ALECRIM;-;-;-;-;1;-;-;1;1;1
mun4612;430040;430040 ALEGRETE;7;13;9;17;7;8;7;7;9;4
mun4613;430045;430045 ALEGRIA;-;-;1;-;-;-;-;-;-;-
mun4614;430047;430047 ALMIRANTE TAMANDARE DO SUL;-;-;-;-;-;-;-;1;1;-
mun4615;430050;430050 ALPESTRE;-;-;-;-;-;-;2;-;1;1
mun4616;430055;430055 ALTO ALEGRE;1;-;-;-;-;-;-;-;-;-
mun4617;430057;430057 ALTO FELIZ;-;2;1;1;2;1;1;-;-;-
mun4618;430060;430060 ALVORADA;40;45;42;47;40;47;25;44;32;36
mun4619;430063;430063 AMARAL FERRADOR;3;1;1;-;1;-;1;-;-;-
mun4620;430064;430064 AMETISTA DO SUL;-;1;-;2;-;-;1;1;1;-
mun4621;430066;430066 ANDRE DA ROCHA;-;-;-;-;1;1;-;-;-;-
mun4622;430070;430070 ANTA GORDA;-;-;-;1;-;2;1;1;1;3
mun4623;430080;430080 ANTONIO PRADO;-;-;1;-;3;-;2;1;2;1
mun4624;430085;430085 ARAMBARE;-;-;-;1;3;-;-;-;-;1
mun4625;430087;430087 ARARICA;3;2;2;-;1;2;-;2;1;1
mun4626;430090;430090 ARATIBA;2;-;-;-;-;2;-;1;-;-
mun4627;430100;430100 ARROIO DO MEIO;1;1;1;3;4;2;3;1;9;1
mun4628;430105;430105 ARROIO DO SAL;2;1;3;2;2;1;-;-;1;1
mun4629;430107;430107 ARROIO DO PADRE;1;-;-;-;-;-;1;-;-;-
mun4630;430110;430110 ARROIO DOS RATOS;-;3;2;-;3;1;3;3;3;3
mun4631;430120;430120 ARROIO DO TIGRE;-;2;1;3;-;1;4;2;3;1
mun4632;430130;430130 ARROIO GRANDE;-;2;1;-;2;-;2;2;4;2
mun4633;430140;430140 ARVOREZINHA;-;1;2;-;1;2;-;1;3;1
mun4634;430150;430150 AUGUSTO PESTANA;1;2;2;1;1;2;3;2;1;-
mun4635;430155;430155 AUREA;-;-;1;-;-;-;-;-;-;-
mun4636;430160;430160 BAGE;16;10;10;6;9;6;4;14;8;13
mun4637;430163;430163 BALNEARIO PINHAL;-;-;-;1;2;-;-;2;2;1
mun4638;430165;430165 BARAO;-;1;-;-;1;1;1;-;2;1
mun4639;430170;430170 BARAO DE COTEGIPE;-;2;-;-;-;1;1;1;-;-
mun4640;430175;430175 BARAO DO TRIUNFO;1;-;-;3;-;-;-;2;-;1
mun4641;430180;430180 BARRACAO;-;-;1;-;-;-;-;-;-;-
mun4642;430185;430185 BARRA DO GUARITA;1;-;1;1;-;-;1;-;1;1
mun4643;430187;430187 BARRA DO QUARAI;-;-;-;1;1;-;1;-;1;-
mun4644;430190;430190 BARRA DO RIBEIRO;4;-;-;2;2;1;-;1;2;-
mun4646;430195;430195 BARRA FUNDA;-;-;-;1;-;1;-;-;1;-
mun4647;430200;430200 BARROS CASSAL;1;1;2;1;2;-;1;1;-;2
mun4648;430205;430205 BENJAMIN CONSTANT DO SUL;-;-;1;-;-;-;-;-;-;2
mun4649;430210;430210 BENTO GONCALVES;20;15;12;12;21;9;19;18;33;25
mun4650;430215;430215 BOA VISTA DAS MISSOES;-;-;-;-;-;-;-;-;1;-
mun4651;430220;430220 BOA VISTA DO BURICA;-;1;1;1;-;-;-;-;-;1
mun4652;430222;430222 BOA VISTA DO CADEADO;-;1;-;-;-;-;-;-;-;-
mun4653;430223;430223 BOA VISTA DO INCRA;1;-;1;2;1;1;1;-;1;-
mun4654;430225;430225 BOA VISTA DO SUL;-;-;-;1;-;-;-;-;-;-
mun4655;430230;430230 BOM JESUS;-;-;1;1;1;1;-;1;-;2
mun4656;430235;430235 BOM PRINCIPIO;-;4;-;-;2;3;3;1;-;1
mun4657;430237;430237 BOM PROGRESSO;-;-;-;-;-;-;-;-;1;-
mun4658;430240;430240 BOM RETIRO DO SUL;1;2;4;2;4;5;2;1;1;1
