ID;codmun6num;municipnascanomalia;anomcong2014;anomcong2015;anomcong2016;anomcong2017;anomcong2018;anomcong2019;anomcong2020;anomcong2021;anomcong2022;anomcong2023
mun0332;170305;170305 BANDEIRANTES DO TOCANTINS;-;2;-;1;-;-;-;-;1;-
mun0333;170307;170307 BARRA DO OURO;1;2;1;1;2;1;-;-;-;1
mun0334;170310;170310 BARROLANDIA;2;2;2;-;-;-;-;-;-;1
mun0335;170320;170320 BERNARDO SAYAO;-;-;2;-;-;-;1;1;1;-
mun0336;170330;170330 BOM JESUS DO TOCANTINS;2;-;1;1;-;1;-;-;1;1
mun0337;170360;170360 BRASILANDIA DO TOCANTINS;-;-;-;-;-;-;-;1;-;-
mun0338;170370;170370 BREJINHO DE NAZARE;-;2;3;1;2;-;-;-;-;-
mun0339;170380;170380 BURITI DO TOCANTINS;1;-;1;1;1;2;-;-;-;1
mun0340;170382;170382 CACHOEIRINHA;-;-;-;-;-;-;-;2;1;-
mun0341;170384;170384 CAMPOS LINDOS;-;1;3;-;1;2;-;-;1;2
mun0342;170386;170386 CARIRI DO TOCANTINS;-;-;1;-;1;-;-;-;-;2
mun0343;170388;170388 CARMOLANDIA;-;-;-;-;1;1;1;-;-;-
mun0344;170389;170389 CARRASCO BONITO;-;-;-;1;2;-;-;-;-;-
mun0345;170390;170390 CASEARA;2;1;1;-;1;-;-;2;-;1
mun0348;170510;170510 CHAPADA DA NATIVIDADE;-;1;1;1;1;1;-;1;-;-
mun0349;170550;170550 COLINAS DO TOCANTINS;3;4;9;4;2;5;3;6;3;7
mun0350;170555;170555 COMBINADO;1;1;-;2;-;3;1;-;-;2
mun0351;170560;170560 CONCEICAO DO TOCANTINS;-;-;1;3;-;-;-;-;-;2
mun0352;170600;170600 COUTO MAGALHAES;-;-;-;1;1;1;-;-;-;-
mun0353;170610;170610 CRISTALANDIA;2;1;1;1;-;1;1;-;-;1
mun0354;170625;170625 CRIXAS DO TOCANTINS;-;-;-;-;-;-;-;-;-;1
mun0355;170650;170650 DARCINOPOLIS;1;1;-;4;-;-;-;-;1;1
mun0356;170700;170700 DIANOPOLIS;2;6;-;8;4;2;-;3;4;2
mun0357;170710;170710 DIVINOPOLIS DO TOCANTINS;-;-;2;-;1;1;1;2;-;1
mun0358;170720;170720 DOIS IRMAOS DO TOCANTINS;-;1;-;1;1;-;1;-;-;-
mun0359;170730;170730 DUERE;-;-;-;-;1;-;-;-;2;2
mun0360;170740;170740 ESPERANTINA;1;-;1;1;2;1;-;1;-;1
mun0361;170755;170755 FATIMA;2;1;-;2;-;-;-;-;-;1
mun0362;170765;170765 FIGUEIROPOLIS;2;-;-;-;-;-;-;-;-;-
mun0363;170770;170770 FILADELFIA;1;3;-;1;-;2;1;-;-;-
mun0364;170820;170820 FORMOSO DO ARAGUAIA;1;-;2;1;1;-;-;1;1;1
mun0365;170825;170825 FORTALEZA DO TABOCAO;-;-;-;2;2;1;-;-;-;-
mun0366;170830;170830 GOIANORTE;1;-;-;-;2;1;-;-;-;-
mun0367;170900;170900 GOIATINS;1;4;4;2;3;5;1;1;1;2
mun0368;170930;170930 GUARAI;3;6;2;1;5;3;1;2;1;1
mun0369;170950;170950 GURUPI;8;10;8;3;9;5;6;4;10;10
mun0370;170980;170980 IPUEIRAS;-;1;1;-;-;-;-;1;-;1
mun0371;171050;171050 ITACAJA;-;5;1;2;2;1;2;1;1;-
mun0372;171070;171070 ITAGUATINS;-;-;1;-;-;-;1;1;1;2
mun0373;171090;171090 ITAPIRATINS;-;-;-;2;-;1;1;-;-;1
mun0374;171110;171110 ITAPORA DO TOCANTINS;1;-;-;-;-;-;-;-;1;-
mun0375;171150;171150 JAU DO TOCANTINS;-;1;-;-;-;-;-;-;-;1
mun0376;171180;171180 JUARINA;-;-;-;-;1;-;-;-;-;-
mun0377;171190;171190 LAGOA DA CONFUSAO;1;1;3;2;1;1;3;-;2;4
mun0378;171195;171195 LAGOA DO TOCANTINS;1;-;-;-;1;1;-;1;-;3
mun0379;171200;171200 LAJEADO;-;-;-;1;2;-;-;-;1;1
mun0380;171215;171215 LAVANDEIRA;2;-;-;-;-;-;1;-;1;1
mun0381;171240;171240 LIZARDA;-;1;-;-;-;1;1;-;1;-
mun0383;171250;171250 MARIANOPOLIS DO TOCANTINS;1;1;-;-;-;1;-;-;1;-
mun0384;171270;171270 MATEIROS;-;-;1;-;-;1;-;-;-;-
mun0385;171280;171280 MAURILANDIA DO TOCANTINS;-;1;-;-;-;-;-;1;-;1
mun0386;171320;171320 MIRACEMA DO TOCANTINS;5;6;5;2;3;3;2;4;-;1
mun0387;171330;171330 MIRANORTE;2;-;1;-;1;1;1;1;1;-
mun0388;171360;171360 MONTE DO CARMO;3;-;-;2;-;3;-;-;1;-
mun0389;171370;171370 MONTE SANTO DO TOCANTINS;-;-;-;1;1;-;-;-;1;1
mun0390;171380;171380 PALMEIRAS DO TOCANTINS;-;-;-;1;-;-;1;-;-;-
mun0391;171395;171395 MURICILANDIA;-;2;-;-;1;-;1;-;-;-
mun0392;171420;171420 NATIVIDADE;3;1;3;1;1;2;2;-;-;2
mun0393;171430;171430 NAZARE;-;2;1;-;-;-;1;-;-;-
mun0394;171488;171488 NOVA OLINDA;1;5;3;3;1;-;-;1;-;3
mun0395;171500;171500 NOVA ROSALANDIA;1;-;-;-;1;2;1;-;-;-
mun0396;171510;171510 NOVO ACORDO;-;1;1;1;-;1;-;-;1;-
mun0397;171515;171515 NOVO ALEGRE;1;-;-;-;-;-;-;-;-;-
mun0398;171525;171525 NOVO JARDIM;-;-;-;-;-;1;-;1;-;-
mun0400;171570;171570 PALMEIRANTE;-;-;-;-;1;1;-;-;-;-
mun0401;171575;171575 PALMEIROPOLIS;-;-;-;3;1;-;1;-;1;1
mun0402;171610;171610 PARAISO DO TOCANTINS;5;7;6;10;2;14;8;8;1;10
mun0403;171620;171620 PARANA;1;2;3;6;2;2;1;2;-;1
mun0404;171630;171630 PAU D'ARCO;-;-;-;-;-;-;1;-;-;-
mun0405;171650;171650 PEDRO AFONSO;3;3;2;3;1;2;5;2;1;3
mun0406;171660;171660 PEIXE;-;-;-;1;2;2;2;2;2;2
mun0407;171665;171665 PEQUIZEIRO;-;1;1;-;-;-;-;-;-;-
mun0408;171670;171670 COLMEIA;1;1;-;-;1;-;1;-;1;-
mun0409;171700;171700 PINDORAMA DO TOCANTINS;2;-;-;2;2;-;-;-;1;1
mun0410;171720;171720 PIRAQUE;-;-;-;1;-;-;-;-;-;-
mun0411;171750;171750 PIUM;1;-;2;1;-;-;1;-;2;1
mun0412;171780;171780 PONTE ALTA DO BOM JESUS;-;-;-;1;-;-;-;1;-;1
mun0413;171790;171790 PONTE ALTA DO TOCANTINS;-;1;-;1;2;4;-;-;1;1
mun0414;171800;171800 PORTO ALEGRE DO TOCANTINS;-;-;-;-;2;2;-;-;1;2
mun0415;171820;171820 PORTO NACIONAL;16;5;10;21;12;18;13;6;13;4
mun0416;171830;171830 PRAIA NORTE;-;-;1;-;1;-;-;-;-;1
mun0417;171840;171840 PRESIDENTE KENNEDY;1;1;2;-;-;-;-;-;-;1
mun0418;171845;171845 PUGMIL;-;-;-;-;-;1;-;-;-;1
mun0419;171850;171850 RECURSOLANDIA;1;2;1;-;-;2;-;-;1;2
mun0420;171855;171855 RIACHINHO;-;-;1;-;-;2;-;-;-;-
mun0421;171865;171865 RIO DA CONCEICAO;-;-;-;-;-;-;-;-;-;1
mun0422;171870;171870 RIO DOS BOIS;-;2;-;-;-;-;-;1;-;1
mun0423;171875;171875 RIO SONO;-;1;-;3;-;-;-;1;1;-
mun0424;171880;171880 SAMPAIO;-;-;-;-;-;1;1;-;-;-
mun0425;171884;171884 SANDOLANDIA;-;-;-;1;-;-;-;1;2;-
mun0426;171886;171886 SANTA FE DO ARAGUAIA;1;4;1;-;1;1;-;-;1;-
mun0427;171888;171888 SANTA MARIA DO TOCANTINS;2;-;-;-;1;1;-;-;-;-
mun0428;171889;171889 SANTA RITA DO TOCANTINS;-;-;-;1;1;-;-;-;-;-
mun0429;171890;171890 SANTA ROSA DO TOCANTINS;2;-;2;1;1;4;-;-;1;-
mun0430;171900;171900 SANTA TEREZA DO TOCANTINS;-;3;-;1;-;1;1;-;1;1
mun0431;172000;172000 SANTA TEREZINHA DO TOCANTINS;-;1;2;-;1;-;-;-;-;1
mun0432;172010;172010 SAO BENTO DO TOCANTINS;-;1;1;1;-;-;2;-;-;1
mun0433;172015;172015 SAO FELIX DO TOCANTINS;-;-;1;-;-;1;-;-;-;-
mun0434;172020;172020 SAO MIGUEL DO TOCANTINS;1;1;2;4;-;1;-;2;4;-
mun0435;172025;172025 SAO SALVADOR DO TOCANTINS;-;-;-;2;-;-;1;-;-;-
mun0436;172030;172030 SAO SEBASTIAO DO TOCANTINS;-;-;-;-;-;-;2;-;-;-
mun0437;172049;172049 SAO VALERIO;-;1;-;-;-;-;1;1;-;-
mun0438;172065;172065 SILVANOPOLIS;1;3;-;2;-;-;1;-;3;1
mun0439;172080;172080 SITIO NOVO DO TOCANTINS;1;3;2;1;1;1;-;-;2;1
mun0441;172090;172090 TAGUATINGA;1;1;1;2;1;-;-;3;1;1
mun0442;172093;172093 TAIPAS DO TOCANTINS;-;-;-;1;1;2;-;-;-;-
mun0443;172097;172097 TALISMA;-;-;-;-;-;1;-;-;-;-
mun0444;172100;172100 PALMAS;39;52;61;51;63;66;62;53;50;61
mun0445;172110;172110 TOCANTINIA;1;4;1;2;-;1;1;-;1;1
mun0446;172120;172120 TOCANTINOPOLIS;2;7;4;3;1;4;2;2;4;2
mun0447;172125;172125 TUPIRAMA;-;-;-;-;1;-;-;-;-;-
mun0448;172130;172130 TUPIRATINS;-;-;-;1;-;-;-;-;-;-
mun0449;172208;172208 WANDERLANDIA;3;2;2;3;1;2;3;1;-;3
mun0450;172210;172210 XAMBIOA;-;2;4;2;2;-;3;1;-;1
mun0451;210005;210005 ACAILANDIA;7;15;14;17;3;10;6;9;7;7
mun0453;210015;210015 AGUA DOCE DO MARANHAO;-;-;-;3;-;-;1;1;1;-
mun0454;210020;210020 ALCANTARA;2;3;1;1;-;-;2;-;3;3
mun0455;210030;210030 ALDEIAS ALTAS;1;1;1;3;1;1;2;2;1;3
mun0456;210040;210040 ALTAMIRA DO MARANHAO;1;1;-;-;-;-;-;-;-;-
mun0457;210043;210043 ALTO ALEGRE DO MARANHAO;1;-;1;-;2;4;4;-;2;1
mun0458;210047;210047 ALTO ALEGRE DO PINDARE;2;2;-;1;1;2;2;2;4;4
mun0459;210050;210050 ALTO PARNAIBA;-;1;-;-;1;-;1;2;-;1
mun0460;210055;210055 AMAPA DO MARANHAO;-;-;2;-;-;-;-;-;-;1
mun0461;210060;210060 AMARANTE DO MARANHAO;5;5;4;3;5;8;5;11;5;7
mun0462;210070;210070 ANAJATUBA;1;2;4;3;2;2;2;2;1;4
mun0463;210080;210080 ANAPURUS;2;2;2;-;1;1;-;-;2;-
mun0464;210083;210083 APICUM-ACU;-;1;-;1;-;2;2;3;-;-
mun0465;210087;210087 ARAGUANA;-;1;1;-;-;-;1;1;1;-
mun0466;210090;210090 ARAIOSES;3;2;5;3;5;8;5;8;6;4
mun0467;210095;210095 ARAME;2;-;1;1;2;1;1;2;3;2
mun0468;210100;210100 ARARI;1;2;-;2;-;1;2;1;-;1
mun0469;210110;210110 AXIXA;1;1;2;1;2;-;-;-;-;1
mun0470;210120;210120 BACABAL;3;4;4;5;7;4;4;4;8;4
mun0471;210125;210125 BACABEIRA;1;1;1;-;2;-;3;1;2;1
mun0472;210130;210130 BACURI;-;2;1;1;-;5;-;-;1;2
mun0473;210135;210135 BACURITUBA;-;-;-;-;-;-;-;1;-;-
mun0474;210140;210140 BALSAS;5;1;7;4;8;18;11;9;8;9
mun0475;210150;210150 BARAO DE GRAJAU;4;1;1;-;2;3;3;1;-;3
mun0476;210160;210160 BARRA DO CORDA;8;17;5;4;4;5;9;7;11;11
mun0477;210170;210170 BARREIRINHAS;7;6;4;1;7;5;5;9;2;7
mun0478;210173;210173 BELAGUA;1;2;-;1;1;1;-;-;-;1
mun0479;210177;210177 BELA VISTA DO MARANHAO;1;-;-;1;1;-;-;1;-;1
mun0480;210180;210180 BENEDITO LEITE;-;-;-;-;-;-;2;1;-;-
mun0481;210190;210190 BEQUIMAO;-;2;1;4;2;1;-;4;-;1
mun0482;210193;210193 BERNARDO DO MEARIM;-;1;1;-;-;-;1;-;-;-
mun0484;210200;210200 BOM JARDIM;3;1;3;2;3;1;2;1;3;4
mun0485;210203;210203 BOM JESUS DAS SELVAS;4;1;5;3;3;2;1;5;7;5
mun0486;210207;210207 BOM LUGAR;-;-;-;-;1;-;-;-;-;1
mun0487;210210;210210 BREJO;1;-;-;-;2;3;1;-;1;2
mun0488;210215;210215 BREJO DE AREIA;-;-;1;1;-;-;-;-;-;-
mun0489;210220;210220 BURITI;2;3;2;1;4;1;3;2;2;5
mun0490;210230;210230 BURITI BRAVO;-;-;2;-;2;-;1;2;-;1
mun0491;210232;210232 BURITICUPU;13;16;4;8;4;2;6;10;3;8
mun0492;210235;210235 BURITIRANA;1;2;1;-;2;-;4;5;2;1
mun0493;210237;210237 CACHOEIRA GRANDE;-;-;-;3;-;-;-;-;4;2
mun0494;210240;210240 CAJAPIO;1;-;1;-;-;-;-;-;-;-
mun0495;210250;210250 CAJARI;1;-;-;-;-;-;1;-;1;-
mun0496;210255;210255 CAMPESTRE DO MARANHAO;-;-;-;2;3;2;-;1;1;3
mun0497;210260;210260 CANDIDO MENDES;-;-;1;-;-;1;1;1;3;1
mun0498;210270;210270 CANTANHEDE;-;2;3;3;-;1;1;5;2;3
mun0499;210275;210275 CAPINZAL DO NORTE;-;1;2;-;-;-;1;-;1;-
mun0500;210280;210280 CAROLINA;3;2;2;2;1;2;1;1;1;-
mun0501;210290;210290 CARUTAPERA;-;-;1;1;-;-;-;2;-;-
mun0502;210300;210300 CAXIAS;7;5;8;5;6;13;11;13;19;7
mun0503;210310;210310 CEDRAL;-;-;-;-;-;1;-;1;2;1
mun0504;210312;210312 CENTRAL DO MARANHAO;1;-;1;1;1;-;1;2;2;1
mun0505;210315;210315 CENTRO DO GUILHERME;1;-;-;2;1;-;1;1;1;2
mun0506;210317;210317 CENTRO NOVO DO MARANHAO;-;2;2;-;1;1;-;-;2;1
mun0507;210320;210320 CHAPADINHA;10;7;7;4;9;13;8;6;10;7
mun0508;210325;210325 CIDELANDIA;4;2;1;4;-;-;1;2;2;-
mun0509;210330;210330 CODO;9;6;10;7;8;12;6;9;7;9
mun0510;210340;210340 COELHO NETO;1;1;-;4;3;5;3;8;6;2
mun0511;210350;210350 COLINAS;3;3;2;2;2;4;-;1;1;1
mun0512;210355;210355 CONCEICAO DO LAGO-ACU;-;1;-;1;-;-;2;-;-;-
mun0513;210360;210360 COROATA;2;6;1;7;7;2;2;2;1;6
mun0514;210370;210370 CURURUPU;2;2;3;1;1;2;2;1;2;2
mun0515;210375;210375 DAVINOPOLIS;2;6;3;1;-;-;2;2;1;2
mun0516;210380;210380 DOM PEDRO;-;3;-;1;-;1;3;1;1;1
mun0517;210390;210390 DUQUE BACELAR;-;-;-;-;2;1;-;2;-;1
mun0518;210400;210400 ESPERANTINOPOLIS;1;1;1;2;2;-;-;2;-;2
mun0519;210405;210405 ESTREITO;-;-;3;2;1;1;-;1;1;2
mun0520;210407;210407 FEIRA NOVA DO MARANHAO;-;-;-;-;-;1;-;2;2;-
mun0521;210408;210408 FERNANDO FALCAO;1;2;-;-;2;2;1;1;2;1
mun0522;210409;210409 FORMOSA DA SERRA NEGRA;-;1;-;-;1;1;3;1;-;1
mun0523;210410;210410 FORTALEZA DOS NOGUEIRAS;-;2;1;1;-;1;1;-;-;1
mun0524;210420;210420 FORTUNA;1;2;1;2;1;2;-;2;-;1
mun0525;210430;210430 GODOFREDO VIANA;2;1;-;-;-;-;1;-;-;-
mun0526;210440;210440 GONCALVES DIAS;1;-;-;4;3;2;-;2;-;1
mun0527;210450;210450 GOVERNADOR ARCHER;-;-;-;2;-;-;-;-;1;-
mun0528;210455;210455 GOVERNADOR EDISON LOBAO;4;2;3;-;1;3;3;3;3;4
mun0529;210460;210460 GOVERNADOR EUGENIO BARROS;-;-;-;1;-;-;1;1;2;3
mun0530;210462;210462 GOVERNADOR LUIZ ROCHA;-;-;-;-;-;-;2;-;1;-
mun0531;210465;210465 GOVERNADOR NEWTON BELLO;-;3;1;-;-;-;-;-;1;-
mun0532;210467;210467 GOVERNADOR NUNES FREIRE;1;5;5;1;-;1;-;-;-;2
mun0533;210470;210470 GRACA ARANHA;-;-;-;-;-;-;-;-;-;1
mun0534;210480;210480 GRAJAU;4;3;8;3;2;5;6;3;8;10
mun0535;210490;210490 GUIMARAES;-;-;-;1;-;-;-;1;-;-
mun0536;210500;210500 HUMBERTO DE CAMPOS;-;1;1;2;3;1;1;2;1;2
mun0537;210510;210510 ICATU;-;6;-;3;1;2;2;5;6;4
mun0538;210515;210515 IGARAPE DO MEIO;2;-;-;-;3;2;-;-;1;2
mun0539;210520;210520 IGARAPE GRANDE;1;3;-;3;-;3;-;2;-;-
mun0540;210530;210530 IMPERATRIZ;38;51;42;47;10;21;40;44;24;46
mun0541;210535;210535 ITAIPAVA DO GRAJAU;-;2;-;-;1;-;-;3;-;2
mun0542;210540;210540 ITAPECURU MIRIM;1;5;5;2;2;4;8;2;4;7
mun0543;210542;210542 ITINGA DO MARANHAO;3;7;3;4;-;2;2;5;2;2
mun0545;210547;210547 JENIPAPO DOS VIEIRAS;2;1;1;1;1;-;1;3;3;1
mun0546;210550;210550 JOAO LISBOA;2;-;2;3;1;2;2;4;5;5
mun0547;210560;210560 JOSELANDIA;-;1;-;1;-;2;1;-;1;2
mun0548;210565;210565 JUNCO DO MARANHAO;-;2;2;2;-;-;-;1;-;-
mun0549;210570;210570 LAGO DA PEDRA;2;1;1;1;2;2;3;1;2;8
mun0550;210580;210580 LAGO DO JUNCO;-;-;-;-;-;1;-;-;-;-
mun0551;210590;210590 LAGO VERDE;-;2;-;1;-;-;-;-;-;1
mun0553;210594;210594 LAGO DOS RODRIGUES;1;-;-;-;1;1;-;2;-;-
mun0554;210596;210596 LAGOA GRANDE DO MARANHAO;-;-;3;-;-;-;-;2;1;-
mun0555;210598;210598 LAJEADO NOVO;1;-;2;2;-;-;-;1;-;-
mun0556;210600;210600 LIMA CAMPOS;-;2;1;3;1;2;1;1;1;-
mun0557;210610;210610 LORETO;-;3;-;1;-;-;-;-;-;1
mun0559;210630;210630 MAGALHAES DE ALMEIDA;-;-;1;1;1;1;-;-;2;-
mun0560;210632;210632 MARACACUME;1;1;4;1;1;-;2;1;1;3
mun0561;210635;210635 MARAJA DO SENA;-;-;-;-;1;1;-;-;-;-
mun0562;210637;210637 MARANHAOZINHO;-;1;3;4;2;-;-;1;3;-
mun0563;210640;210640 MATA ROMA;1;2;4;2;1;1;3;1;2;2
mun0564;210650;210650 MATINHA;-;2;2;-;3;-;1;-;1;2
mun0565;210660;210660 MATOES;2;1;4;3;4;2;1;1;-;4
mun0566;210663;210663 MATOES DO NORTE;-;1;-;-;1;-;1;1;-;1
mun0567;210667;210667 MILAGRES DO MARANHAO;-;-;-;-;-;-;1;-;-;-
mun0568;210670;210670 MIRADOR;1;-;1;1;4;2;1;2;1;1
mun0569;210675;210675 MIRANDA DO NORTE;1;2;2;5;2;1;1;2;-;1
mun0570;210680;210680 MIRINZAL;-;-;2;2;2;-;-;1;1;1
mun0571;210690;210690 MONCAO;-;-;-;-;1;2;3;2;1;1
mun0572;210700;210700 MONTES ALTOS;-;2;2;1;-;1;1;-;3;1
mun0573;210710;210710 MORROS;-;1;1;1;2;3;4;1;4;2
mun0574;210720;210720 NINA RODRIGUES;-;-;-;-;1;1;-;3;1;1
mun0575;210725;210725 NOVA COLINAS;1;-;2;-;2;-;-;1;-;-
mun0576;210730;210730 NOVA IORQUE;2;-;-;-;-;-;-;-;-;-
mun0577;210735;210735 NOVA OLINDA DO MARANHAO;-;-;1;-;-;1;1;1;-;1
mun0578;210740;210740 OLHO D'AGUA DAS CUNHAS;-;1;-;1;-;-;-;-;-;1
mun0579;210745;210745 OLINDA NOVA DO MARANHAO;1;-;1;1;2;2;-;-;-;-
mun0580;210750;210750 PACO DO LUMIAR;8;10;19;18;12;9;12;19;14;22
mun0581;210760;210760 PALMEIRANDIA;1;-;1;2;2;2;3;-;2;2
mun0582;210770;210770 PARAIBANO;-;3;5;1;4;-;-;1;-;1
mun0583;210780;210780 PARNARAMA;-;1;1;2;2;1;1;4;1;1
mun0584;210790;210790 PASSAGEM FRANCA;1;-;-;1;-;-;1;-;-;1
mun0585;210800;210800 PASTOS BONS;1;-;1;1;-;-;1;-;1;-
mun0586;210805;210805 PAULINO NEVES;3;1;4;1;-;2;2;1;3;3
mun0587;210810;210810 PAULO RAMOS;-;2;3;1;-;2;-;2;1;1
mun0588;210820;210820 PEDREIRAS;2;6;-;2;1;3;1;3;1;5
mun0589;210825;210825 PEDRO DO ROSARIO;-;1;-;2;2;4;2;1;1;-
mun0590;210830;210830 PENALVA;1;4;2;1;1;1;2;2;2;3
mun0591;210840;210840 PERI MIRIM;-;-;1;-;-;1;-;1;-;1
mun0592;210845;210845 PERITORO;2;2;3;1;1;2;1;3;-;1
mun0593;210850;210850 PINDARE-MIRIM;1;2;4;5;3;-;1;2;1;1
mun0594;210860;210860 PINHEIRO;3;4;8;6;12;14;18;10;9;6
mun0595;210870;210870 PIO XII;-;3;4;2;-;-;4;-;2;1
mun0596;210880;210880 PIRAPEMAS;-;2;3;2;-;1;1;-;1;3
mun0597;210890;210890 POCAO DE PEDRAS;-;-;1;-;-;2;4;-;1;2
mun0598;210900;210900 PORTO FRANCO;1;2;4;2;1;2;3;4;2;4
mun0599;210905;210905 PORTO RICO DO MARANHAO;1;-;-;-;-;-;-;-;-;-
mun0600;210910;210910 PRESIDENTE DUTRA;-;4;9;3;3;4;2;2;5;3
mun0601;210920;210920 PRESIDENTE JUSCELINO;-;-;-;1;1;-;1;-;1;2
mun0602;210923;210923 PRESIDENTE MEDICI;-;2;-;-;2;-;-;1;1;1
mun0603;210927;210927 PRESIDENTE SARNEY;2;2;1;-;1;3;4;2;2;3
mun0604;210930;210930 PRESIDENTE VARGAS;2;-;1;1;1;-;2;1;-;1
mun0605;210940;210940 PRIMEIRA CRUZ;-;-;1;2;1;-;-;1;-;-
mun0606;210945;210945 RAPOSA;3;3;5;4;4;2;6;6;4;3
mun0607;210950;210950 RIACHAO;1;-;1;1;-;1;-;3;2;2
mun0608;210955;210955 RIBAMAR FIQUENE;-;-;2;-;-;1;3;-;-;-
mun0609;210960;210960 ROSARIO;2;5;7;3;2;1;4;3;7;8
mun0610;210970;210970 SAMBAIBA;-;-;-;-;-;3;1;-;-;1
mun0611;210975;210975 SANTA FILOMENA DO MARANHAO;1;-;-;-;-;2;1;-;1;-
mun0612;210980;210980 SANTA HELENA;1;4;3;-;-;2;3;5;-;2
mun0613;210990;210990 SANTA INES;3;9;2;6;7;6;5;5;5;12
mun0614;211000;211000 SANTA LUZIA;4;4;7;1;5;5;2;8;6;4
mun0615;211003;211003 SANTA LUZIA DO PARUA;2;1;1;4;-;2;-;3;2;3
mun0616;211010;211010 SANTA QUITERIA DO MARANHAO;2;-;2;2;-;-;3;3;1;2
mun0617;211020;211020 SANTA RITA;5;5;3;3;2;5;1;2;6;9
mun0618;211023;211023 SANTANA DO MARANHAO;-;-;1;1;-;-;3;2;-;2
mun0619;211027;211027 SANTO AMARO DO MARANHAO;-;1;2;1;-;4;-;-;1;2
mun0620;211030;211030 SANTO ANTONIO DOS LOPES;-;2;1;-;-;-;-;2;-;-
mun0621;211040;211040 SAO BENEDITO DO RIO PRETO;2;-;4;2;1;-;1;-;1;1
mun0622;211050;211050 SAO BENTO;-;-;1;1;-;-;-;1;1;-
mun0623;211060;211060 SAO BERNARDO;2;1;1;3;1;2;2;1;3;3
mun0624;211065;211065 SAO DOMINGOS DO AZEITAO;-;1;1;-;1;-;-;-;-;-
mun0625;211070;211070 SAO DOMINGOS DO MARANHAO;1;1;-;3;2;5;4;2;2;3
mun0626;211080;211080 SAO FELIX DE BALSAS;-;-;-;-;-;-;-;-;1;-
mun0627;211085;211085 SAO FRANCISCO DO BREJAO;-;1;3;2;-;-;-;-;-;-
mun0628;211090;211090 SAO FRANCISCO DO MARANHAO;2;-;1;-;-;1;1;2;-;1
mun0629;211100;211100 SAO JOAO BATISTA;-;1;-;2;1;-;-;1;1;1
mun0630;211102;211102 SAO JOAO DO CARU;1;2;-;-;-;-;-;1;-;-
mun0631;211105;211105 SAO JOAO DO PARAISO;-;1;2;-;1;1;2;1;-;2
mun0632;211107;211107 SAO JOAO DO SOTER;2;-;1;-;1;2;2;2;1;-
mun0633;211110;211110 SAO JOAO DOS PATOS;-;2;3;1;-;1;4;-;-;1
mun0634;211120;211120 SAO JOSE DE RIBAMAR;18;23;20;24;22;30;29;33;20;22
mun0635;211125;211125 SAO JOSE DOS BASILIOS;-;1;-;-;1;-;-;-;-;-
mun0636;211130;211130 SAO LUIS;70;167;224;150;114;107;105;134;161;141
mun0637;211140;211140 SAO LUIS GONZAGA DO MARANHAO;-;-;2;-;-;-;1;1;2;2
mun0638;211150;211150 SAO MATEUS DO MARANHAO;6;2;4;1;2;2;3;1;-;8
mun0639;211153;211153 SAO PEDRO DA AGUA BRANCA;2;3;-;3;-;-;-;1;1;1
mun0640;211157;211157 SAO PEDRO DOS CRENTES;-;-;-;-;-;-;-;-;-;1
mun0641;211160;211160 SAO RAIMUNDO DAS MANGABEIRAS;-;-;-;1;-;2;2;-;1;2
mun0642;211163;211163 SAO RAIMUNDO DO DOCA BEZERRA;-;1;-;-;-;-;-;1;-;3
mun0643;211167;211167 SAO ROBERTO;2;-;-;-;-;1;-;-;-;-
mun0644;211170;211170 SAO VICENTE FERRER;-;1;-;1;1;1;-;1;1;3
mun0645;211172;211172 SATUBINHA;-;-;-;1;-;-;-;1;1;-
mun0646;211174;211174 SENADOR ALEXANDRE COSTA;-;-;-;1;1;3;1;-;-;1
mun0647;211176;211176 SENADOR LA ROCQUE;1;6;3;3;-;1;2;2;2;-
mun0648;211178;211178 SERRANO DO MARANHAO;-;1;1;2;1;-;-;-;1;2
mun0649;211180;211180 SITIO NOVO;3;4;3;4;-;-;-;4;2;2
mun0650;211190;211190 SUCUPIRA DO NORTE;1;1;-;-;1;-;-;2;-;1
mun0651;211195;211195 SUCUPIRA DO RIACHAO;-;1;-;-;-;1;-;1;-;-
mun0652;211200;211200 TASSO FRAGOSO;-;-;-;-;-;1;1;-;-;-
mun0653;211210;211210 TIMBIRAS;2;7;2;3;-;-;-;-;2;2
mun0654;211220;211220 TIMON;8;7;14;14;21;3;6;3;4;2
mun0655;211223;211223 TRIZIDELA DO VALE;-;1;-;1;-;-;-;1;-;-
mun0656;211227;211227 TUFILANDIA;1;-;1;1;1;-;-;-;-;1
mun0657;211230;211230 TUNTUM;2;-;2;3;3;4;4;1;-;3
mun0658;211240;211240 TURIACU;1;3;8;2;3;-;2;-;1;1
mun0659;211245;211245 TURILANDIA;2;3;2;2;1;-;1;2;3;-
mun0660;211250;211250 TUTOIA;2;-;4;3;1;2;6;3;11;12
mun0661;211260;211260 URBANO SANTOS;1;3;4;2;2;4;-;4;3;3
mun0662;211270;211270 VARGEM GRANDE;9;6;7;4;-;-;2;1;3;-
mun0663;211280;211280 VIANA;3;3;2;2;4;3;4;5;2;5
mun0664;211285;211285 VILA NOVA DOS MARTIRIOS;1;1;1;-;-;1;-;3;-;1
mun0665;211290;211290 VITORIA DO MEARIM;1;2;3;3;1;6;-;-;2;3
